Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Kenya,2006,40,10.5,0.6,2.95,3.01,36316148,1452646,380230,21427,1072416,1093842
Africa,Kenya,2007,39.2,9.8,-0.2,2.94,2.92,37408875,1466428,365859,-6734,1100569,1093836
Africa,Lesotho,1998,30.7,12.2,-11.7,1.85,0.68,1896603,58245,23082,-22266,35163,12897
Africa,Lesotho,1999,30.6,13.6,-11.4,1.7,0.56,1907672,58337,25887,-21805,32450,10645
Africa,Lesotho,2000,30.4,15,-11.1,1.54,0.42,1916324,58237,28822,-21329,29416,8087
Africa,Lesotho,2001,30.2,16.5,-10.9,1.37,0.28,1922344,57978,31738,-20877,26240,5363
Africa,Lesotho,2002,29.9,17.9,-10.6,1.2,0.14,1925636,57519,34450,-20412,23069,2657
Africa,Lesotho,2003,29.5,19,-10.4,1.05,0.01,1926345,56846,36678,-19938,20169,231
Africa,Lesotho,2004,29.1,19.8,-10.1,0.93,-0.08,1924895,56072,38190,-19480,17882,-1598
Africa,Lesotho,2005,28.7,20.1,-9.9,0.86,-0.13,1922116,55222,38615,-19010,16607,-2403
Africa,Lesotho,2006,28.4,19.8,-9.7,0.86,-0.11,1919198,54563,38058,-18539,16505,-2034
Africa,Lesotho,2007,28.1,19.4,-9.4,0.87,-0.07,1916857,53921,37168,-18076,16753,-1323
Africa,Liberia,1998,49.4,15.2,32.3,3.41,6.64,2583863,127539,39352,83330,88187,171517
Africa,Liberia,1999,47.8,14.9,19,3.28,5.19,2740658,130866,40945,52182,89921,142103
Africa,Liberia,2000,46.2,14.5,-7.1,3.17,2.46,2846680,131545,41334,-20268,90211,69943
Africa,Liberia,2001,44.6,13.8,-6.5,3.08,2.43,2917070,130072,40372,-18873,89700,70826
Africa,Liberia,2002,43,13.2,-12.7,2.99,1.72,2978030,128145,39221,-37821,88924,51103
Africa,Liberia,2003,43.2,12.5,-44.2,3.07,-1.35,2983448,128915,37412,-131779,91502,-40277
Africa,Liberia,2004,43.4,12.1,-3.5,3.13,2.78,3005087,130301,36362,-10428,93939,83511
Africa,Liberia,2005,43.2,11.6,26.8,3.16,5.83,3138399,135579,36468,83984,99111,183094
Africa,Liberia,2006,42.9,11.2,17,3.18,4.88,3310671,142127,36914,56248,105213,161461
Africa,Liberia,2007,42.2,10.7,13.3,3.15,4.48,3469165,146468,37189,46279,109279,155557
Africa,Libya,1998,25.6,4.2,2.3,2.14,2.37,4798780,122801,20059,10845,102742,113587
Africa,Libya,1999,24.9,4.1,2.2,2.08,2.3,4912162,122215,19992,10856,102222,113078
Africa,Libya,2000,24.1,4,2.2,2.01,2.23,5024753,121097,19948,10853,101148,112002
Africa,Libya,2001,23.2,3.9,2.1,1.94,2.15,5135952,119360,19927,10888,99432,110320
Africa,Libya,2002,22.3,3.8,2.1,1.85,2.06,5245124,117019,19879,10857,97140,107997
Africa,Libya,2003,22,3.8,2,1.82,2.02,5353270,117504,20075,10867,97430,108297
Africa,Libya,2004,21.6,3.7,2,1.79,1.99,5461632,117807,20263,10869,97545,108413
Africa,Libya,2005,21.2,3.7,2,1.75,1.95,5570030,117973,20498,10862,97476,108337
Africa,Libya,2006,20.8,3.7,1.9,1.71,1.9,5678213,117880,20725,10845,97154,108000
Africa,Libya,2007,20.4,3.6,1.9,1.68,1.86,5786146,117980,21004,10878,96976,107854
Africa,Madagascar,1998,40.9,10.8,0,3.01,3.01,14816581,606146,160315,0,445831,445831
Africa,Madagascar,1999,39.6,10.3,0,2.94,2.94,15263710,604748,156453,0,448295,448295
Africa,Madagascar,2000,38.4,9.8,0,2.86,2.86,15712415,602728,153667,0,449061,449061
Africa,Madagascar,2001,38,9.4,0,2.87,2.87,16168611,614731,151500,0,463231,463231
Africa,Madagascar,2002,37.7,9,0,2.87,2.87,16638898,627120,149916,0,477204,477204
Africa,Madagascar,2003,37.4,8.7,0,2.87,2.87,17123055,639717,148628,0,491089,491089
Africa,Madagascar,2004,37,8.4,0,2.87,2.87,17621089,652509,147665,0,504844,504844
Africa,Madagascar,2005,36.7,8.2,0,2.85,2.85,18131781,665618,149225,0,516393,516393
Africa,Madagascar,2006,36.3,8.1,0,2.83,2.83,18653420,677865,150906,0,526959,526959
Africa,Madagascar,2007,36,8,0,2.8,2.8,19185672,690300,152718,0,537583,537583
Africa,Malawi,1998,47.3,17.3,-3.3,3.01,2.68,10556999,499346,182108,-34310,317238,282928
Africa,Malawi,1999,47.2,16.8,-4.4,3.04,2.6,10839431,511079,181777,-47368,329302,281934
Africa,Malawi,2000,46.5,16.6,-3.2,3,2.67,11129225,517732,184300,-35725,333432,297707
Africa,Malawi,2001,46,16.3,-2.1,2.97,2.76,11435630,526268,186858,-24244,339409,315166
Africa,Malawi,2002,45.5,15.9,-1.1,2.96,2.85,11761078,535129,186766,-12702,348363,335661
Africa,Malawi,2003,44.9,15.4,-0.1,2.95,2.94,12107029,544090,186690,-1090,357399,356310
Africa,Malawi,2004,44.4,15,0.8,2.94,3.02,12473490,553199,186978,10478,366222,376699
Africa,Malawi,2005,44.2,14.6,1.7,2.96,3.13,12863421,568692,187549,21996,381143,403140
Africa,Malawi,2006,44.1,13.5,1.7,3.06,3.22,13278889,585333,179531,22043,405803,427846
Africa,Malawi,2007,44,12.6,1.6,3.14,3.3,13719274,603511,172588,21951,430922,452873
Africa,Mali,1998,50.2,17.1,-7.4,3.31,2.57,10309101,517105,176079,-75772,341025,265253
Africa,Mali,1999,50.2,16.9,-8.5,3.33,2.48,10572728,530434,178150,-90185,352283,262098
Africa,Mali,2000,50.2,16.6,-7.8,3.36,2.58,10843590,544023,180220,-84038,363802,279765
Africa,Mali,2001,50.2,16.4,-7.1,3.38,2.67,11132068,558496,182455,-78815,376041,297226
Africa,Mali,2002,49.8,15.8,-6.5,3.39,2.75,11437860,569148,180947,-73889,388201,314312
Africa,Mali,2003,49.3,15.3,-5.8,3.41,2.83,11761326,580304,179360,-68333,400944,332610
Africa,Mali,2004,48.9,14.7,-5.4,3.42,2.89,12102276,591922,177782,-64747,414140,349393
Africa,Mali,2005,48.5,14.2,-4.9,3.43,2.94,12459990,603936,176433,-61428,427502,366075
Africa,Mali,2006,48,13.6,-4.5,3.44,2.98,12834556,616315,175063,-58269,441252,382983
Africa,Mali,2007,47.6,13.2,-4.2,3.44,3.02,13225656,629277,173917,-56077,455359,399283
Africa,Mauritania,1998,38.9,11.4,-1.3,2.75,2.62,2374103,92234,27041,-2991,65193,62201
Africa,Mauritania,1999,38.4,11.1,-1.2,2.73,2.6,2436909,93529,27123,-2997,66406,63408
Africa,Mauritania,2000,37.9,10.9,-1.2,2.7,2.58,2500867,94758,27259,-3001,67498,64497
Africa,Mauritania,2001,37.3,10.7,-1.2,2.66,2.55,2565791,95704,27377,-3002,68327,65325
Africa,Mauritania,2002,37,10.5,-1.1,2.65,2.54,2631845,97299,27529,-3000,69770,66770
Africa,Mauritania,2003,36.6,10.3,-1.1,2.63,2.52,2699242,98738,27721,-2996,71017,68021
Africa,Mauritania,2004,36.2,10.1,-1.1,2.62,2.51,2767954,100311,27901,-2989,72410,69420
Africa,Mauritania,2005,35.8,9.9,-1.1,2.59,2.49,2837937,101627,28067,-3008,73559,70551
Africa,Mauritania,2006,35.4,9.7,-1,2.57,2.47,2909101,102982,28218,-2996,74764,71768
Africa,Mauritania,2007,35,9.5,-1,2.55,2.45,2981452,104321,28383,-3011,75938,72926
Africa,Mauritius,1998,16.6,6.8,0,0.99,0.98,1160659,19267,7834,-35,11432,11398
Africa,Mauritius,1999,17.4,6.8,0.9,1.06,1.16,1173129,20401,7942,1091,12459,13550
Africa,Mauritius,2000,17.1,6.5,-0.4,1.05,1.02,1185932,20232,7732,-451,12500,12049
Africa,Mauritius,2001,16.8,6.5,-0.4,1.03,0.99,1197878,20064,7774,-455,12290,11835
Africa,Mauritius,2002,16.4,6.5,-0.4,1,0.96,1209590,19874,7826,-448,12048,11600
Africa,Mauritius,2003,16,6.5,-0.4,0.96,0.92,1221004,19573,7888,-452,11685,11233
Africa,Mauritius,2004,15.6,6.5,-0.4,0.92,0.88,1232059,19269,7947,-456,11323,10867
Africa,Mauritius,2005,15.3,6.4,-0.3,0.88,0.86,1242821,18978,8004,-323,10974,10651
Africa,Mauritius,2006,15.1,6.5,-0.2,0.86,0.84,1253425,18877,8122,-201,10754,10554
Africa,Mauritius,2007,14.9,6.5,-0.1,0.84,0.82,1263899,18782,8228,-164,10554,10389
Africa,Morocco,1998,23.8,4.9,-4.9,1.9,1.41,27361050,651193,132701,-132975,518492,385517
Africa,Morocco,1999,23.4,4.9,-5,1.86,1.36,27741989,649440,134549,-138710,514891,376181
Africa,Morocco,2000,23,4.9,-5.1,1.82,1.3,28113036,646600,136348,-144501,510252,365751
Africa,Morocco,2001,22.6,4.8,-5,1.78,1.28,28477475,643021,137546,-142387,505475,363088
Africa,Morocco,2002,22.1,4.8,-4.9,1.73,1.25,28838895,638205,138427,-140157,499778,359621
Africa,Morocco,2003,21.7,4.8,-4.7,1.69,1.22,29197060,634160,139562,-138102,494598,356496
Africa,Morocco,2004,21.3,4.8,-4.6,1.65,1.19,29551507,628856,140665,-135937,488191,352254
Africa,Morocco,2005,20.8,4.8,-4.5,1.61,1.16,29900959,622239,142030,-133657,480209,346552
Africa,Morocco,2006,20.6,4.7,-4.4,1.58,1.15,30247772,621894,143374,-131578,478520,346942
Africa,Morocco,2007,20.3,4.7,-4.2,1.55,1.13,30594445,620455,145018,-129415,475438,346023
Africa,Mozambique,1998,44.5,16.8,-5.5,2.78,2.23,17219552,766270,288427,-94535,477843,383307
Africa,Mozambique,1999,44,16.6,-5.4,2.74,2.2,17605244,774807,292423,-94540,482384,387844
Africa,Mozambique,2000,43.5,16.3,-5.3,2.72,2.2,17996793,783220,293168,-94663,490053,395390
Africa,Mozambique,2001,43.1,16,-5.1,2.7,2.19,18395785,791939,294700,-94554,497238,402684
Africa,Mozambique,2002,42.6,15.8,-5,2.68,2.18,18801884,801148,296882,-94573,504267,409693
Africa,Mozambique,2003,42.2,15.6,-4.9,2.66,2.17,19215334,811464,299567,-94539,511896,417357
Africa,Mozambique,2004,41.9,15.4,-4.8,2.65,2.17,19637084,823187,302018,-94651,521168,426517
Africa,Mozambique,2005,41.6,15.1,-4.7,2.65,2.18,20068619,835256,303438,-94523,531818,437295
Africa,Mozambique,2006,41.3,14.8,-4.6,2.65,2.19,20511666,847952,303573,-94559,544380,449821
Africa,Mozambique,2007,41.1,14.3,-4.5,2.67,2.22,20968820,860770,300483,-94569,560287,465717
Africa,Namibia,1998,33.5,11.1,0.5,2.23,2.29,1783962,59709,19873,928,39836,40764
Africa,Namibia,1999,33,11.4,2.1,2.16,2.37,1825962,60220,20761,3780,39459,43239
Africa,Namibia,2000,33.6,11.6,10.4,2.2,3.24,1877985,63025,21728,19512,41297,60809
Africa,Namibia,2001,34,11.6,-0.3,2.24,2.21,1929718,65688,22443,-598,43245,42647
Africa,Namibia,2002,33.7,11.9,-7.9,2.18,1.39,1964738,66172,23321,-15462,42851,27388
Africa,Namibia,2003,33.3,12.1,-7.8,2.11,1.34,1991740,66245,24180,-15456,42066,26610
Africa,Namibia,2004,32.9,12.4,-7.7,2.04,1.28,2017940,66289,25043,-15457,41247,25789
Africa,Namibia,2005,32.5,12.7,-7.6,1.98,1.22,2043307,66326,25909,-15468,40417,24949
Africa,Namibia,2006,32.1,11.9,-7.5,2.02,1.27,2068919,66371,24620,-15455,41751,26296
Africa,Namibia,2007,31.7,11.2,-7.4,2.05,1.31,2095803,66458,23494,-15467,42964,27497
Africa,Niger,1998,55.5,21.5,-0.8,3.4,3.32,10035645,556477,215265,-7928,341212,333284
Africa,Niger,1999,55.2,20.7,-1.7,3.45,3.28,10372564,572877,215023,-17426,357853,340428
Africa,Niger,2000,55,20,-0.9,3.5,3.4,10725320,589785,214828,-9975,374957,364983
Africa,Niger,2001,54.7,19.4,-0.9,3.54,3.45,11099193,607570,214769,-10100,392800,382700
Africa,Niger,2002,54.5,18.7,-0.9,3.58,3.49,11490858,626022,214879,-10686,411143,400456
Africa,Niger,2003,54.2,18.1,-0.8,3.62,3.53,11901375,645412,214939,-9997,430473,420476
Africa,Niger,2004,54,17.5,-0.8,3.65,3.57,12331681,665418,215188,-9989,450230,440241
Africa,Niger,2005,53.7,16.9,-0.8,3.68,3.6,12782094,686271,215506,-10098,470765,460667
Africa,Niger,2006,53.4,16.3,-0.8,3.71,3.64,13253323,707993,215897,-10338,492096,481758
Africa,Niger,2007,52.3,15.7,-0.7,3.66,3.58,13740434,718350,215725,-10168,502625,492457
Africa,Nigeria,1998,44.2,17.1,0,2.71,2.71,118927944,5253047,2036046,1189,3217001,3218190
Africa,Nigeria,1999,44.3,17.1,0,2.72,2.72,122200766,5409828,2084745,2444,3325083,3327527
Africa,Nigeria,2000,44.3,17,0,2.74,2.73,125580732,5568250,2133617,-2512,3434633,3432121
Africa,Nigeria,2001,44.4,16.5,0,2.79,2.79,129095414,5729254,2130074,-2582,3599180,3596598
Africa,Nigeria,2002,44.4,16,-0.2,2.84,2.82,132764863,5894760,2128221,-25225,3766539,3741314
Africa,Nigeria,2003,44.4,15.6,-0.2,2.88,2.86,136588370,6059060,2125315,-28684,3933745,3905061
Africa,Nigeria,2004,43.7,15.1,-0.2,2.86,2.84,140535845,6137200,2119281,-28107,4017920,3989813
Africa,Nigeria,2005,43,14.6,-0.2,2.84,2.82,144568781,6210675,2107813,-27468,4102862,4075394
Africa,Nigeria,2006,42.2,14.1,-0.1,2.82,2.81,148693754,6280824,2095095,-11896,4185729,4173834
Africa,Nigeria,2007,41.5,13.6,-0.3,2.79,2.76,152891059,6349566,2080847,-47396,4268718,4221322
Africa,Rwanda,1998,42.4,14.9,-15.9,2.75,1.17,7896686,334504,117266,-125241,217238,91996
Africa,Rwanda,1999,41.2,14.7,-15.6,2.64,1.09,7986197,328712,117557,-124185,211155,86970
Africa,Rwanda,2000,40.6,14.5,-21.8,2.61,0.43,8047103,327034,117005,-175185,210029,34844
Africa,Rwanda,2001,40.2,13.5,-2.6,2.67,2.42,8163136,328240,110202,-20816,218037,197221
Africa,Rwanda,2002,39.9,12.6,-11.2,2.74,1.62,8329249,332587,104532,-93038,228055,135017
Africa,Rwanda,2003,39.8,11.7,-9.1,2.81,1.9,8477210,337139,99353,-76888,237786,160897
Africa,Rwanda,2004,39.7,11,-4.8,2.87,2.39,8660954,343493,95097,-41746,248396,206650
Africa,Rwanda,2005,39.6,10.3,-11.6,2.93,1.77,8842495,350163,91166,-102485,258997,156512
Africa,Rwanda,2006,39.2,9.7,-4,2.95,2.54,9035491,353739,87644,-36503,266095,229592
Africa,Rwanda,2007,38.7,9.1,-4.3,2.95,2.52,9266906,358259,84700,-40218,273559,233341
Africa,"SaintHelena,Ascension,andTristandaCunha",1998,14.2,6,0,0.82,0.82,7118,101,43,0,58,58
Africa,"SaintHelena,Ascension,andTristandaCunha",1999,13.9,6.1,0,0.78,0.78,7175,100,44,0,56,56
Africa,"SaintHelena,Ascension,andTristandaCunha",2000,13.7,6.2,0,0.75,0.75,7230,99,45,0,54,54
Africa,"SaintHelena,Ascension,andTristandaCunha",2001,13.5,6.2,0,0.73,0.73,7283,98,45,0,53,53
Africa,"SaintHelena,Ascension,andTristandaCunha",2002,13.2,6.1,0,0.71,0.71,7335,97,45,0,52,52
Africa,"SaintHelena,Ascension,andTristandaCunha",2003,12.9,6.2,0,0.66,0.66,7386,95,46,0,49,49
Africa,"SaintHelena,Ascension,andTristandaCunha",2004,12.6,6.3,0,0.63,0.63,7434,94,47,0,47,47
Africa,"SaintHelena,Ascension,andTristandaCunha",2005,12.3,6.4,0,0.59,0.59,7479,92,48,0,44,44
Africa,"SaintHelena,Ascension,andTristandaCunha",2006,12.1,6.5,0,0.56,0.56,7522,91,49,0,42,42
Africa,"SaintHelena,Ascension,andTristandaCunha",2007,11.9,6.6,0,0.53,0.53,7563,90,50,0,40,40
Africa,SaoTomeandPrincipe,1998,45.1,12,-12.4,3.31,2.07,134801,6080,1618,-1674,4462,2788
Africa,SaoTomeandPrincipe,1999,45.2,11.6,-12.2,3.35,2.14,137666,6217,1601,-1674,4616,2942
Africa,SaoTomeandPrincipe,2000,45.2,11.3,-11.9,3.39,2.2,140687,6358,1584,-1674,4774,3099
Africa,SaoTomeandPrincipe,2001,45,10.9,-11.6,3.41,2.25,143853,6473,1567,-1674,4907,3232
Africa,SaoTomeandPrincipe,2002,44.6,10.6,-11.4,3.4,2.26,147133,6567,1564,-1674,5003,3328
Africa,SaoTomeandPrincipe,2003,44.2,10.4,-11.1,3.39,2.27,150508,6652,1558,-1674,5095,3421
Africa,SaoTomeandPrincipe,2004,43.7,10.1,-10.9,3.36,2.28,153970,6732,1554,-1674,5178,3504
Africa,SaoTomeandPrincipe,2005,43.2,9.8,-10.6,3.34,2.28,157514,6803,1547,-1674,5256,3582
Africa,SaoTomeandPrincipe,2006,42.4,9.5,-10.4,3.29,2.25,161114,6830,1535,-1674,5294,3620
Africa,SaoTomeandPrincipe,2007,41.6,9.2,-10.2,3.23,2.22,164749,6850,1522,-1674,5328,3654
Africa,Senegal,1998,42.2,12.2,-3.6,2.99,2.64,9037144,381006,110524,-32082,270482,238400
Africa,Senegal,1999,41.7,12.1,-8.8,2.96,2.09,9252822,385565,111497,-81147,274069,192921
Africa,Senegal,2000,41.2,11.9,-3.9,2.93,2.54,9469281,389850,112590,-37120,277261,240141
Africa,Senegal,2001,41,11.6,-3.2,2.94,2.61,9716196,397975,112805,-31383,285170,253787
Africa,Senegal,2002,40.7,11.4,-3.4,2.94,2.59,9972439,406177,113187,-34205,292990,258785
Africa,Senegal,2003,40.5,11.1,-2.3,2.94,2.7,10240144,414316,113768,-23962,300548,276586
Africa,Senegal,2004,40.2,10.9,-2.6,2.93,2.67,10519120,422658,114343,-27139,308315,281176
Africa,Senegal,2005,39.9,10.6,-2.5,2.93,2.67,10804122,430868,114848,-27226,316021,288794
Africa,Senegal,2006,39.4,10.4,-2.4,2.9,2.66,11096111,436854,115400,-26298,321454,295157
Africa,Senegal,2007,38.9,10.2,-2.3,2.87,2.64,11394298,442782,115766,-25865,327016,301151
Africa,Seychelles,1998,18.3,7.4,1.2,1.09,1.21,77174,1412,570,92,842,934
Africa,Seychelles,1999,18.7,7.2,1.2,1.15,1.27,78137,1460,560,92,900,992
Africa,Seychelles,2000,19.1,7,1.2,1.21,1.33,79158,1512,553,92,959,1050
Africa,Seychelles,2001,18,6.9,1.2,1.11,1.22,80173,1440,554,92,886,978
Africa,Seychelles,2002,18.3,8,1.1,1.03,1.14,81125,1481,647,92,834,926
Africa,Seychelles,2003,18.3,8.1,1.1,1.01,1.12,82049,1498,668,92,830,922
Africa,Seychelles,2004,17.6,7.6,1.1,1,1.11,82970,1456,629,92,827,919
Africa,Seychelles,2005,16.9,7.1,1.1,0.98,1.09,83886,1415,594,92,821,914
Africa,Seychelles,2006,16.7,7,1.1,0.97,1.07,84798,1416,597,92,819,911
Africa,Seychelles,2007,16.4,7,1.1,0.94,1.05,85702,1407,600,92,807,899
Africa,SierraLeone,1998,43.7,23.2,-21.8,2.05,-0.13,3745727,163688,86863,-81694,76825,-4869
Africa,SierraLeone,1999,43.2,23.2,-23.4,2,-0.34,3735565,161339,86665,-87263,74674,-12589
Africa,SierraLeone,2000,42.7,23.2,23,1.94,4.24,3809058,162456,88446,87646,74010,161656
Africa,SierraLeone,2001,42,23.2,56.3,1.88,7.5,4043412,169864,93928,227482,75935,303418
Africa,SierraLeone,2002,41.4,20.1,19.8,2.13,4.1,4286828,177346,86080,84665,91267,175931
Africa,SierraLeone,2003,40.7,17.4,16.7,2.33,4,4465683,181843,77748,74443,104095,178538
Africa,SierraLeone,2004,40.5,15.2,-5.3,2.53,2,4602202,186251,69723,-24530,116528,91998
Africa,SierraLeone,2005,40.2,13.3,-1.5,2.7,2.55,4708054,189358,62382,-6921,126976,120055
Africa,SierraLeone,2006,39.9,13,-6.2,2.69,2.07,4817621,192319,62774,-30014,129546,99532
Africa,SierraLeone,2007,39.7,12.8,-6,2.69,2.09,4918325,195061,62758,-29313,132303,102990
Africa,Somalia,1998,47.3,18.6,7.1,2.88,3.59,6991663,330845,129765,49781,201080,250861
Africa,Somalia,1999,48.5,18.7,4.6,2.98,3.44,7241658,351293,135347,33167,215946,249113
Africa,Somalia,2000,48,18.7,6.6,2.92,3.58,7500558,359802,140560,49429,219241,268670
Africa,Somalia,2001,47.5,18.4,4.6,2.91,3.37,7765774,368797,142657,35567,226139,261707
Africa,Somalia,2002,47,18,0.9,2.9,3,8016757,377108,144302,7375,232807,240182
Africa,Somalia,2003,46.6,17.6,3.7,2.9,3.26,8271771,385547,145914,30192,239633,269825
Africa,Somalia,2004,46.2,17.3,1.5,2.89,3.05,8536641,394478,147599,12976,246880,259855
Africa,Somalia,2005,45.8,16.9,-0.7,2.88,2.81,8790161,402238,148905,-6241,253332,247091
Africa,Somalia,2006,45.2,16.6,-7.6,2.86,2.11,9008585,407278,149272,-68285,258006,189721
Africa,Somalia,2007,44.6,16.2,0.8,2.84,2.92,9238111,412389,149935,6929,262455,269383
Africa,SouthAfrica,1998,23.5,9.8,-0.5,1.37,1.32,43787349,1030754,429554,-21894,601200,579307
Africa,SouthAfrica,1999,23.3,10.4,-0.5,1.29,1.24,44351539,1032060,459925,-23063,572135,549072
Africa,SouthAfrica,2000,23,11,0.8,1.2,1.28,44913298,1033455,493148,34134,540307,574441
Africa,SouthAfrica,2001,22.8,11.2,0.9,1.16,1.24,45483334,1036110,510323,40025,525787,565813
Africa,SouthAfrica,2002,22.6,11.5,3.6,1.11,1.47,46104939,1039666,528824,166900,510843,677743
Africa,SouthAfrica,2003,22.3,11.7,3.4,1.06,1.4,46770284,1044380,548615,157616,495765,653381
Africa,SouthAfrica,2004,22.1,12,4.3,1.01,1.44,47438933,1049824,570216,204462,479608,684069
Africa,SouthAfrica,2005,22,12.3,3.8,0.96,1.35,48104397,1055892,592646,183759,463245,647004
Africa,SouthAfrica,2006,21.8,12.7,3.6,0.91,1.27,48737071,1061493,616524,173504,444969,618473
Africa,SouthAfrica,2007,21.9,13,4.3,0.89,1.32,49371903,1083220,642328,209831,440891,650722
Africa,SouthSudan,1998,(NA),(NA),(NA),(NA),(NA),5875069,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,1999,(NA),(NA),(NA),(NA),(NA),6115424,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2000,(NA),(NA),(NA),(NA),(NA),6365612,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2001,(NA),(NA),(NA),(NA),(NA),6626036,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2002,(NA),(NA),(NA),(NA),(NA),6897113,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2003,(NA),(NA),(NA),(NA),(NA),7179281,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2004,(NA),(NA),(NA),(NA),(NA),7472992,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2005,(NA),(NA),(NA),(NA),(NA),7778720,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2006,(NA),(NA),(NA),(NA),(NA),8096955,(NA),(NA),(NA),(NA),(NA)
Africa,SouthSudan,2007,(NA),(NA),(NA),(NA),(NA),8383439,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1998,(NA),(NA),(NA),(NA),(NA),26404611,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,1999,(NA),(NA),(NA),(NA),(NA),27012286,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2000,(NA),(NA),(NA),(NA),(NA),27633945,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2001,(NA),(NA),(NA),(NA),(NA),28269911,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2002,(NA),(NA),(NA),(NA),(NA),28920513,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2003,(NA),(NA),(NA),(NA),(NA),29586089,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2004,(NA),(NA),(NA),(NA),(NA),30266982,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2005,(NA),(NA),(NA),(NA),(NA),30963544,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2006,(NA),(NA),(NA),(NA),(NA),31676138,(NA),(NA),(NA),(NA),(NA)
Africa,Sudan,2007,(NA),(NA),(NA),(NA),(NA),32405131,(NA),(NA),(NA),(NA),(NA)
Africa,Tanzania,1998,42.9,14.7,-0.9,2.82,2.74,31263565,1340269,458324,-26574,881945,855371
Africa,Tanzania,1999,42.9,14.5,2.4,2.84,3.08,32187241,1379867,466393,78215,913474,991689
Africa,Tanzania,2000,42.9,13.9,1.8,2.9,3.07,33193297,1422665,461387,58752,961278,1020030
Africa,Tanzania,2001,42.8,13.3,-1,2.95,2.85,34190566,1464382,456102,-34191,1008280,974089
Africa,Tanzania,2002,42.8,12.8,1.2,3,3.12,35226778,1506649,451255,42624,1055394,1098019
Africa,Tanzania,2003,42.7,12.3,-1.1,3.04,2.93,36306711,1549933,446936,-41390,1102998,1061608
Africa,Tanzania,2004,42.3,11.8,-1.3,3.04,2.92,37382426,1579407,441860,-47850,1137547,1089698
Africa,Tanzania,2005,41.8,11.4,-1.4,3.04,2.91,38486138,1608336,437203,-53496,1171133,1117637
Africa,Tanzania,2006,41.3,10.9,-1.6,3.05,2.89,39618057,1637810,430252,-61408,1207558,1146150
Africa,Tanzania,2007,40.9,10.4,-1.2,3.05,2.93,40787957,1667412,424195,-49761,1243217,1193456
Africa,Togo,1998,37.9,9.5,0.6,2.84,2.9,4715170,178752,44794,2829,133958,136787
Africa,Togo,1999,37.8,9.5,0,2.84,2.84,4852448,183520,45856,97,137664,137761
Africa,Togo,2000,37.7,9.4,0,2.83,2.83,4991834,188292,47073,-200,141219,141019
Africa,Togo,2001,37.6,9.4,-0.1,2.82,2.81,5134565,193008,48265,-308,144743,144435
Africa,Togo,2002,37.5,9.4,-1.2,2.81,2.7,5277933,197711,49401,-6070,148310,142240
Africa,Togo,2003,37.3,9.3,0,2.8,2.8,5424964,202460,50452,-54,152007,151953
Africa,Togo,2004,37.2,9.2,-0.2,2.8,2.77,5578206,207342,51375,-1339,155967,154628
Africa,Togo,2005,37,9.1,-7.4,2.8,2.06,5714516,211609,51774,-42287,159835,117548
Africa,Togo,2006,36.9,8.9,3.6,2.8,3.15,5865402,216199,52026,20822,164173,184995
Africa,Togo,2007,36.7,8.7,0,2.8,2.79,6042377,221453,52508,-181,168945,168764
Africa,Tunisia,1998,17.8,5.7,-1,1.22,1.11,9347424,166758,53187,-9534,113571,104037
Africa,Tunisia,1999,17,5.7,-1,1.13,1.03,9447881,160142,53758,-9542,106383,96841
Africa,Tunisia,2000,17.1,5.7,-1,1.14,1.04,9545892,163044,54507,-9546,108537,98991
Africa,Tunisia,2001,17,5.8,-1,1.13,1.03,9644933,163964,55458,-9548,108505,98957
Africa,Tunisia,2002,16.7,5.8,-1,1.09,1,9742979,163000,56412,-9548,106588,97040
Africa,Tunisia,2003,17.1,5.8,-1,1.12,1.03,9842039,168004,57478,-9547,110526,100979
Africa,Tunisia,2004,16.8,5.9,-1.6,1.09,0.93,9938757,166574,58639,-15504,107935,92430
Africa,Tunisia,2005,17.1,6,-2.1,1.11,0.89,10029805,171008,59878,-21464,111130,89666
Africa,Tunisia,2006,17.1,6.1,-2.1,1.11,0.9,10120017,173356,61226,-21454,112130,90675
