Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Eritrea,2027,25.4,6.2,-6.6,1.92,1.26,6568757,166715,40726,-43157,125989,82832
Africa,Eritrea,2028,25.1,6.1,-5.9,1.9,1.31,6653744,167209,40787,-39257,126421,87164
Africa,Eritrea,2029,24.8,6.1,-5.2,1.88,1.35,6742934,167427,40862,-35333,126565,91232
Africa,Eritrea,2030,24.5,6,-4.6,1.85,1.39,6836095,167553,41017,-31446,126536,95090
Africa,Eritrea,2031,24.2,5.9,-4,1.83,1.43,6933274,167993,41184,-27525,126810,99284
Africa,Eritrea,2032,23.9,5.9,-3.4,1.8,1.47,7034421,168052,41433,-23565,126620,103054
Africa,Eritrea,2033,23.5,5.8,-2.8,1.77,1.5,7139288,168059,41622,-19704,126437,106732
Africa,Eritrea,2034,23.2,5.8,-2.2,1.74,1.52,7247786,168004,41965,-15800,126039,110239
Africa,Eswatini,2020,24.5,10.1,-6.8,1.43,0.76,1104479,27005,11177,-7455,15827,8372
Africa,Eswatini,2021,23.9,9.9,-6.7,1.4,0.73,1112741,26628,11016,-7455,15612,8156
Africa,Eswatini,2022,23.4,9.7,-6.7,1.37,0.7,1120754,26203,10883,-7453,15321,7868
Africa,Eswatini,2023,22.8,9.5,-6.6,1.33,0.67,1128464,25763,10754,-7459,15009,7549
Africa,Eswatini,2024,22.3,9.4,-6.6,1.29,0.64,1135844,25307,10643,-7451,14664,7213
Africa,Eswatini,2025,21.7,9.2,-6.5,1.25,0.6,1142871,24846,10549,-7452,14297,6846
Africa,Eswatini,2026,21.3,9.1,-6.5,1.23,0.58,1149621,24533,10427,-7450,14106,6656
Africa,Eswatini,2027,21,8.9,-6.5,1.2,0.56,1156178,24233,10313,-7457,13920,6463
Africa,Eswatini,2028,20.6,8.8,-6.4,1.18,0.54,1162531,23925,10219,-7452,13706,6254
Africa,Eswatini,2029,20.2,8.7,-6.4,1.15,0.52,1168673,23631,10144,-7456,13486,6030
Africa,Eswatini,2030,19.9,8.6,-6.4,1.13,0.5,1174597,23339,10078,-7459,13261,5803
Africa,Eswatini,2031,19.6,8.5,-6.3,1.12,0.49,1180365,23171,9998,-7448,13173,5725
Africa,Eswatini,2032,19.5,8.4,-6.3,1.11,0.48,1186066,23069,9927,-7448,13142,5693
Africa,Eswatini,2033,19.3,8.3,-6.3,1.1,0.47,1191708,22940,9879,-7448,13061,5613
Africa,Eswatini,2034,19.1,8.2,-6.2,1.08,0.46,1197272,22808,9830,-7459,12978,5519
Africa,Ethiopia,2020,35.2,7.2,-0.2,2.8,2.78,114640234,4038775,828849,-21782,3209927,3188145
Africa,Ethiopia,2021,34.8,7.1,-0.2,2.77,2.75,117856725,4102593,835604,-22393,3266988,3244596
Africa,Ethiopia,2022,34.4,7,-0.2,2.74,2.72,121129283,4163213,841849,-21803,3321365,3299562
Africa,Ethiopia,2023,33.9,6.8,-0.2,2.71,2.69,124455289,4222768,848785,-22402,3373983,3351581
Africa,Ethiopia,2024,33.5,6.7,-0.2,2.68,2.66,127832772,4279841,855201,-21732,3424640,3402908
Africa,Ethiopia,2025,33,6.6,-0.2,2.65,2.63,131260566,4336849,862382,-22314,3474467,3452153
Africa,Ethiopia,2026,32.6,6.5,-0.2,2.62,2.6,134738965,4395185,869066,-21558,3526119,3504560
Africa,Ethiopia,2027,32.2,6.3,-0.2,2.59,2.57,138267299,4450824,875232,-22123,3575592,3553470
Africa,Ethiopia,2028,31.7,6.2,-0.2,2.55,2.54,141842602,4502084,882261,-21276,3619823,3598547
Africa,Ethiopia,2029,31.3,6.1,-0.2,2.52,2.5,145461830,4551501,888772,-21819,3662729,3640910
Africa,Ethiopia,2030,30.8,6,-0.2,2.48,2.47,149122932,4598951,896229,-22368,3702722,3680354
Africa,Ethiopia,2031,30.4,5.9,-0.1,2.45,2.44,152826114,4648970,903202,-21396,3745768,3724372
Africa,Ethiopia,2032,30,5.8,-0.1,2.42,2.4,156570049,4695536,911238,-21920,3784298,3762378
Africa,Ethiopia,2033,29.6,5.7,-0.1,2.38,2.37,160350493,4738357,918808,-22449,3819549,3797100
Africa,Ethiopia,2034,29.1,5.7,-0.1,2.35,2.33,164163665,4777163,927525,-21341,3849638,3828297
Africa,Gabon,2020,26.3,5.9,3.9,2.04,2.43,2230908,58606,13073,8589,45533,54122
Africa,Gabon,2021,26.2,5.8,3.8,2.04,2.42,2285638,59884,13165,8594,46718,55312
Africa,Gabon,2022,26.1,5.7,3.7,2.04,2.41,2341504,61113,13276,8593,47837,56430
Africa,Gabon,2023,26,5.6,3.6,2.04,2.4,2398436,62263,13407,8610,48856,57467
Africa,Gabon,2024,25.8,5.5,3.5,2.03,2.38,2456359,63349,13535,8597,49815,58412
Africa,Gabon,2025,25.6,5.4,3.4,2.01,2.36,2515181,64313,13683,8602,50631,59233
Africa,Gabon,2026,25.4,5.4,3.3,2,2.33,2574850,65324,13827,8600,51497,60097
Africa,Gabon,2027,25.1,5.3,3.3,1.98,2.31,2635308,66199,13967,8591,52232,60823
Africa,Gabon,2028,24.8,5.2,3.2,1.96,2.28,2696436,66979,14129,8602,52850,61452
Africa,Gabon,2029,24.5,5.2,3.1,1.93,2.25,2758129,67657,14315,8605,53342,61948
Africa,Gabon,2030,24.2,5.1,3.1,1.91,2.21,2820278,68251,14496,8602,53754,62356
Africa,Gabon,2031,23.9,5.1,3,1.88,2.18,2882835,68842,14674,8591,54168,62759
Africa,Gabon,2032,23.6,5.1,2.9,1.85,2.14,2945758,69373,14876,8602,54497,63098
Africa,Gabon,2033,23.2,5,2.9,1.82,2.1,3008950,69808,15105,8606,54703,63308
Africa,Gabon,2034,22.8,5,2.8,1.79,2.07,3072321,70172,15331,8602,54841,63443
Africa,"Gambia,The",2020,27,6.7,-1.6,2.03,1.86,2173999,58633,14609,-3565,44023,40458
Africa,"Gambia,The",2021,26.4,6.7,-1.6,1.97,1.81,2213905,58359,14745,-3454,43614,40160
Africa,"Gambia,The",2022,25.7,6.6,-1.5,1.91,1.76,2253484,58005,14896,-3335,43109,39774
Africa,"Gambia,The",2023,25.1,6.6,-1.4,1.85,1.71,2292620,57545,15063,-3210,42482,39273
Africa,"Gambia,The",2024,24.5,6.5,-1.3,1.79,1.66,2331256,57046,15223,-3101,41823,38722
Africa,"Gambia,The",2025,23.8,6.5,-1.3,1.73,1.61,2369298,56437,15400,-2985,41036,38051
Africa,"Gambia,The",2026,23.4,6.5,-1.2,1.69,1.57,2406911,56274,15597,-2864,40677,37813
Africa,"Gambia,The",2027,22.9,6.5,-1.1,1.65,1.54,2444255,56047,15814,-2738,40232,37495
Africa,"Gambia,The",2028,22.5,6.5,-1.1,1.6,1.5,2481265,55754,16004,-2630,39750,37120
Africa,"Gambia,The",2029,22,6.5,-1,1.56,1.46,2517886,55419,16240,-2493,39178,36686
Africa,"Gambia,The",2030,21.5,6.4,-0.9,1.51,1.42,2554023,55014,16448,-2375,38566,36191
Africa,"Gambia,The",2031,21.2,6.4,-0.9,1.48,1.39,2589852,54957,16679,-2253,38278,36025
Africa,"Gambia,The",2032,20.9,6.5,-0.8,1.44,1.36,2625468,54820,16934,-2153,37886,35733
Africa,"Gambia,The",2033,20.5,6.5,-0.8,1.41,1.33,2660807,54653,17189,-2022,37464,35442
Africa,"Gambia,The",2034,20.2,6.5,-0.7,1.37,1.3,2695824,54429,17442,-1914,36987,35073
Africa,Ghana,2020,29.6,6.6,-1.6,2.3,2.15,29340248,868471,193059,-45771,675413,629642
Africa,Ghana,2021,29.3,6.5,-1.5,2.28,2.13,29974915,877965,194537,-44063,683428,639365
Africa,Ghana,2022,29,6.4,-1.4,2.26,2.12,30619273,887653,195963,-42561,691689,649129
Africa,Ghana,2023,28.7,6.3,-1.3,2.24,2.11,31273225,897229,197334,-40968,699895,658927
Africa,Ghana,2024,28.4,6.2,-1.2,2.22,2.09,31936794,907324,199286,-39602,708039,668437
Africa,Ghana,2025,28.1,6.2,-1.2,2.2,2.08,32610058,917321,201204,-38154,716117,677963
Africa,Ghana,2026,27.9,6.1,-1.1,2.18,2.07,33292971,927209,203087,-36622,724122,687500
Africa,Ghana,2027,27.6,6,-1,2.15,2.05,33985462,937319,205272,-35005,732047,697042
Africa,Ghana,2028,27.3,6,-1,2.13,2.04,34687311,947310,207430,-33647,739880,706234
Africa,Ghana,2029,27.1,5.9,-0.9,2.11,2.02,35398487,957883,209913,-31859,747970,716111
Africa,Ghana,2030,26.8,5.9,-0.8,2.09,2.01,36119005,967989,212380,-30340,755610,725270
Africa,Ghana,2031,26.6,5.8,-0.8,2.08,2,36849344,979456,214832,-28742,764624,735881
Africa,Ghana,2032,26.4,5.8,-0.7,2.06,1.98,37589983,990496,217646,-27441,772850,745409
Africa,Ghana,2033,26.1,5.7,-0.7,2.04,1.97,38340649,1001841,220075,-25688,781766,756078
Africa,Ghana,2034,25.9,5.7,-0.6,2.02,1.96,39101129,1012719,222876,-24243,789843,765600
Africa,Guinea,2020,36.1,8.4,0,2.76,2.76,12527440,451739,105732,0,346008,346008
Africa,Guinea,2021,35.9,8.3,0,2.76,2.76,12878126,461938,106631,0,355307,355307
Africa,Guinea,2022,35.7,8.1,0,2.76,2.76,13238143,472337,107494,0,364843,364843
Africa,Guinea,2023,35.5,8,0,2.75,2.75,13607659,482800,108453,0,374347,374347
Africa,Guinea,2024,35.3,7.8,0,2.74,2.74,13986709,493311,109516,0,383795,383795
Africa,Guinea,2025,35,7.7,0,2.74,2.74,14375261,503709,110546,0,393163,393163
Africa,Guinea,2026,34.8,7.5,0,2.73,2.73,14773442,514559,111392,0,403167,403167
Africa,Guinea,2027,34.6,7.4,0,2.72,2.72,15181484,525431,112495,0,412936,412936
Africa,Guinea,2028,34.4,7.3,0,2.71,2.71,15599545,536624,113409,0,423216,423216
Africa,Guinea,2029,34.2,7.2,0,2.7,2.7,16027790,547990,114599,0,433391,433391
Africa,Guinea,2030,34,7,0,2.7,2.7,16466347,559362,115594,0,443768,443768
Africa,Guinea,2031,33.7,6.9,0,2.68,2.69,16915261,570721,116715,0,454006,454006
Africa,Guinea,2032,33.5,6.8,0,2.67,2.67,17374602,582397,117800,0,464597,464597
Africa,Guinea,2033,33.3,6.7,0,2.66,2.66,17844441,594041,118844,0,475197,475197
Africa,Guinea,2034,33.1,6.6,0,2.65,2.65,18324891,605821,120028,0,485793,485793
Africa,Guinea-Bissau,2020,36.9,7.9,-3.8,2.9,2.52,1927104,71014,15186,-7362,55828,48467
Africa,Guinea-Bissau,2021,36.7,7.7,-3.7,2.9,2.52,1976282,72431,15198,-7352,57233,49881
Africa,Guinea-Bissau,2022,36.5,7.5,-3.6,2.9,2.53,2026888,73880,15202,-7358,58678,51321
Africa,Guinea-Bissau,2023,36.3,7.3,-3.5,2.89,2.54,2078948,75383,15218,-7359,60165,52805
Africa,Guinea-Bissau,2024,36.1,7.2,-3.5,2.89,2.54,2132475,76876,15247,-7357,61629,54271
Africa,Guinea-Bissau,2025,35.8,7,-3.4,2.88,2.55,2187466,78377,15290,-7350,63087,55737
Africa,Guinea-Bissau,2026,35.6,6.8,-3.3,2.88,2.55,2243921,79861,15326,-7360,64535,57175
Africa,Guinea-Bissau,2027,35.4,6.7,-3.2,2.87,2.55,2301835,81370,15376,-7366,65994,58628
Africa,Guinea-Bissau,2028,35.1,6.5,-3.1,2.86,2.55,2361209,82878,15419,-7367,67460,60093
Africa,Guinea-Bissau,2029,34.9,6.4,-3,2.85,2.54,2422052,84409,15477,-7363,68932,61569
Africa,Guinea-Bissau,2030,34.6,6.3,-3,2.83,2.54,2484366,85934,15527,-7354,70407,63053
Africa,Guinea-Bissau,2031,34.3,6.1,-2.9,2.82,2.53,2548149,87452,15595,-7364,71858,64494
Africa,Guinea-Bissau,2032,34.1,6,-2.8,2.81,2.52,2613392,88986,15654,-7344,73332,65988
Africa,Guinea-Bissau,2033,33.8,5.9,-2.7,2.79,2.52,2680088,90507,15732,-7343,74774,67431
Africa,Guinea-Bissau,2034,33.5,5.8,-2.7,2.78,2.51,2748247,92066,15802,-7365,76264,68899
Africa,Kenya,2020,20.8,6.6,-0.2,1.43,1.41,49858045,1039042,327069,-9972,711973,702001
Africa,Kenya,2021,20.3,6.5,-0.2,1.38,1.36,50551368,1027709,330100,-10110,697609,687499
Africa,Kenya,2022,19.8,6.5,-0.2,1.33,1.31,51229747,1016398,334018,-10246,682380,672134
Africa,Kenya,2023,19.4,6.5,-0.2,1.28,1.27,51892711,1004124,337822,-9860,666302,656443
Africa,Kenya,2024,19.1,6.5,-0.2,1.26,1.24,52546157,1004683,342075,-9984,662607,652623
Africa,Kenya,2025,18.9,6.5,-0.2,1.24,1.22,53196255,1005941,346308,-10107,659634,649526
Africa,Kenya,2026,18.9,6.5,-0.2,1.24,1.22,53848689,1018279,351093,-10231,667185,656954
Africa,Kenya,2027,18.9,6.5,-0.2,1.24,1.22,54509121,1031313,355399,-9812,675913,666101
Africa,Kenya,2028,18.9,6.5,-0.2,1.24,1.22,55177897,1043966,360312,-9932,683654,673722
Africa,Kenya,2029,19,6.5,-0.2,1.25,1.23,55858189,1063540,365313,-10054,698227,688173
Africa,Kenya,2030,19.1,6.5,-0.2,1.26,1.24,56552256,1081279,369852,-10179,711427,701248
Africa,Kenya,2031,19.3,6.5,-0.2,1.27,1.26,57261743,1103434,374492,-9734,728942,719207
Africa,Kenya,2032,19.4,6.5,-0.2,1.28,1.27,57987965,1123807,379241,-9858,744565,734708
Africa,Kenya,2033,19.4,6.5,-0.2,1.29,1.27,58728878,1141689,383500,-9984,758190,748206
Africa,Kenya,2034,19.4,6.5,-0.2,1.29,1.28,59481846,1156327,387227,-10112,769100,758988
Africa,Lesotho,2020,23.2,15.4,-6.1,0.78,0.17,1969334,45629,30308,-11993,15321,3328
Africa,Lesotho,2021,22.8,15.5,-6.1,0.73,0.12,1971564,44893,30579,-12007,14314,2307
Africa,Lesotho,2022,22.4,15.6,-6.1,0.68,0.07,1972796,44131,30815,-11995,13316,1322
Africa,Lesotho,2023,22,15.7,-6.1,0.62,0.02,1973018,43367,31055,-11996,12312,316
Africa,Lesotho,2024,21.6,15.9,-6.1,0.57,-0.03,1972259,42581,31260,-11991,11321,-671
Africa,Lesotho,2025,21.2,15.9,-6.1,0.53,-0.08,1970540,41795,31410,-12001,10385,-1616
Africa,Lesotho,2026,20.9,16,-6.1,0.49,-0.12,1968013,41171,31488,-12005,9683,-2322
Africa,Lesotho,2027,20.6,16.1,-6.1,0.46,-0.15,1964800,40553,31535,-12005,9018,-2986
Africa,Lesotho,2028,20.4,16.1,-6.1,0.43,-0.18,1960961,39945,31493,-12001,8452,-3549
Africa,Lesotho,2029,20.1,16,-6.1,0.41,-0.21,1956624,39348,31384,-11994,7963,-4031
Africa,Lesotho,2030,19.9,16,-6.2,0.39,-0.23,1951846,38783,31210,-12004,7573,-4431
Africa,Lesotho,2031,19.7,15.9,-6.2,0.38,-0.24,1946786,38352,30954,-11992,7398,-4594
Africa,Lesotho,2032,19.5,15.8,-6.2,0.38,-0.24,1941602,37939,30638,-11999,7300,-4699
Africa,Lesotho,2033,19.4,15.6,-6.2,0.38,-0.24,1936384,37546,30246,-12006,7300,-4705
Africa,Lesotho,2034,19.2,15.4,-6.2,0.38,-0.24,1931229,37157,29760,-11993,7397,-4596
Africa,Liberia,2020,37.3,7,-2.9,3.03,2.75,5073296,189183,35259,-14662,153924,139262
Africa,Liberia,2021,37,6.8,-2.8,3.02,2.74,5214267,192719,35353,-14652,157367,142714
Africa,Liberia,2022,36.7,6.6,-2.7,3,2.73,5358748,196398,35475,-14683,160923,146240
Africa,Liberia,2023,36.3,6.5,-2.7,2.98,2.72,5506625,199780,35573,-14703,164208,149505
Africa,Liberia,2024,35.9,6.3,-2.6,2.96,2.7,5657732,203113,35700,-14654,167412,152759
Africa,Liberia,2025,35.5,6.2,-2.7,2.94,2.67,5811539,206484,35857,-15749,170627,154878
Africa,Liberia,2026,35.2,6,-2.6,2.92,2.65,5968138,210078,36048,-15756,174031,158275
Africa,Liberia,2027,34.9,5.9,-2.6,2.9,2.64,6128240,213876,36218,-15750,177658,161908
Africa,Liberia,2028,34.6,5.8,-2.5,2.88,2.63,6291799,217382,36430,-15729,180952,165223
Africa,Liberia,2029,34.2,5.7,-2.4,2.85,2.61,6458583,220690,36620,-15759,184070,168311
Africa,Liberia,2030,33.8,5.6,-2.4,2.82,2.59,6628465,224042,36854,-15709,187188,171478
Africa,Liberia,2031,33.4,5.5,-2.3,2.8,2.57,6801445,227372,37136,-15711,190236,174525
Africa,Liberia,2032,33.1,5.4,-2.3,2.77,2.55,6977595,230889,37400,-15769,193489,177719
Africa,Liberia,2033,32.7,5.3,-2.2,2.75,2.53,7156845,234172,37645,-15745,196527,180782
Africa,Liberia,2034,32.3,5.2,-2.1,2.72,2.5,7338972,237196,37942,-15705,199253,183548
Africa,Libya,2020,16.6,3.7,0.2,1.29,1.31,6942544,115246,25826,1597,89420,91017
Africa,Libya,2021,16.3,3.8,0,1.25,1.25,7032131,114694,26511,0,88183,88183
Africa,Libya,2022,16,3.8,0,1.22,1.22,7119719,114200,27197,0,87003,87003
Africa,Libya,2023,15.8,3.9,0,1.19,1.19,7206021,113567,27959,0,85608,85608
Africa,Libya,2024,15.5,3.9,0,1.16,1.16,7290984,113083,28726,0,84357,84357
Africa,Libya,2025,15.3,4,0,1.12,1.12,7374566,112462,29646,0,82816,82816
Africa,Libya,2026,15,4.1,0,1.09,1.09,7456802,112150,30573,0,81577,81577
Africa,Libya,2027,14.8,4.2,0,1.07,1.07,7537765,111860,31508,0,80353,80353
Africa,Libya,2028,14.7,4.3,0,1.04,1.04,7617450,111596,32603,0,78993,78993
Africa,Libya,2029,14.5,4.4,0,1.01,1.01,7695849,111436,33708,0,77728,77728
Africa,Libya,2030,14.3,4.5,0,0.98,0.98,7772949,111309,34823,0,76486,76486
Africa,Libya,2031,14.2,4.6,0,0.96,0.96,7848655,111058,36104,0,74955,74955
Africa,Libya,2032,14,4.7,0,0.93,0.93,7923011,111160,37397,0,73763,73763
Africa,Libya,2033,13.9,4.9,0,0.91,0.91,7996053,111145,38781,0,72364,72364
Africa,Libya,2034,13.8,5,0,0.88,0.88,8067694,111173,40177,0,70996,70996
Africa,Madagascar,2020,29.9,6.2,0,2.37,2.37,26955737,805707,166317,0,639390,639390
Africa,Madagascar,2021,29.4,6.1,0,2.33,2.33,27596827,810243,167237,0,643006,643006
Africa,Madagascar,2022,28.8,6,0,2.29,2.29,28240946,813904,168598,0,645306,645306
Africa,Madagascar,2023,28.3,5.9,0,2.24,2.24,28887273,816932,169568,0,647364,647364
Africa,Madagascar,2024,27.7,5.8,0,2.19,2.19,29534931,819004,171007,0,647996,647996
Africa,Madagascar,2025,27.2,5.7,0,2.15,2.15,30182920,820372,172344,0,648027,648027
Africa,Madagascar,2026,26.7,5.6,0,2.1,2.1,30831188,822576,173888,0,648688,648688
Africa,Madagascar,2027,26.2,5.6,0,2.06,2.06,31479707,824139,175657,0,648482,648482
Africa,Madagascar,2028,25.7,5.5,0,2.02,2.01,32127483,824712,177344,0,647369,647369
Africa,Madagascar,2029,25.2,5.5,0,1.97,1.97,32773612,824256,179272,0,644985,644985
Africa,Madagascar,2030,24.6,5.4,0,1.92,1.92,33417246,823401,181456,0,641945,641945
Africa,Madagascar,2031,24.2,5.4,0,1.89,1.89,34059435,825601,183580,0,642020,642020
Africa,Madagascar,2032,23.8,5.4,0,1.85,1.85,34701149,826928,185651,0,641277,641277
Africa,Madagascar,2033,23.4,5.3,0,1.81,1.81,35341420,827696,188370,0,639326,639326
Africa,Madagascar,2034,23,5.3,0,1.77,1.77,35979398,827526,190691,0,636835,636835
Africa,Malawi,2020,40.1,7.2,0,3.29,3.29,21196629,850409,152828,0,697581,697581
Africa,Malawi,2021,39.8,7,0,3.28,3.29,21905190,871608,152241,0,719366,719366
Africa,Malawi,2022,39.5,6.7,0,3.28,3.28,22635591,892974,151658,0,741316,741316
Africa,Malawi,2023,39.1,6.5,0,3.26,3.26,23387841,914465,151319,0,763145,763145
Africa,Malawi,2024,38.8,6.3,0,3.25,3.25,24161941,936275,151254,0,785021,785021
Africa,Malawi,2025,38.4,6.1,0,3.23,3.23,24957849,957882,150995,0,806887,806887
Africa,Malawi,2026,38,5.8,0,3.22,3.22,25775947,979744,150274,0,829470,829470
Africa,Malawi,2027,37.6,5.6,0,3.2,3.2,26616624,1001850,149852,0,851998,851998
Africa,Malawi,2028,37.3,5.4,0,3.18,3.18,27479924,1023902,149216,0,874686,874686
Africa,Malawi,2029,36.9,5.3,0,3.16,3.16,28365912,1046418,148921,0,897497,897497
Africa,Malawi,2030,36.5,5.1,0,3.14,3.14,29274546,1068521,148715,0,919806,919806
Africa,Malawi,2031,36.1,4.9,0,3.12,3.12,30205776,1091033,148612,0,942420,942420
Africa,Malawi,2032,35.7,4.8,0,3.1,3.1,31159493,1113329,148319,0,965009,965009
Africa,Malawi,2033,35.3,4.6,0,3.07,3.07,32135535,1135670,148466,0,987204,987204
Africa,Malawi,2034,35,4.5,0,3.05,3.05,33133784,1158026,148771,0,1009255,1009255
Africa,Mali,2020,42.2,9,-3.9,3.31,2.93,19553397,824176,176176,-75476,648000,572523
Africa,Mali,2021,41.6,8.8,-3.2,3.29,2.97,20138507,838165,176615,-63839,661550,597711
Africa,Mali,2022,41.1,8.5,-3.1,3.26,2.95,20743055,852332,176938,-63889,675394,611505
Africa,Mali,2023,40.6,8.3,-3,3.23,2.93,21361360,866417,177299,-63870,689117,625247
Africa,Mali,2024,40,8.1,-2.9,3.19,2.9,21992651,879046,177701,-63779,701346,637567
Africa,Mali,2025,39.5,7.9,-2.8,3.16,2.88,22636934,893253,178153,-63836,715101,651265
Africa,Mali,2026,38.9,7.7,-2.7,3.12,2.85,23294054,905673,178665,-63826,727007,663182
Africa,Mali,2027,38.3,7.5,-2.7,3.08,2.82,23962917,917780,179243,-63981,738537,674556
Africa,Mali,2028,37.8,7.3,-2.6,3.05,2.79,24644366,931803,179657,-63829,752146,688317
Africa,Mali,2029,37.3,7.1,-2.5,3.01,2.76,25338305,943852,180409,-63853,763443,699591
Africa,Mali,2030,36.8,7,-2.5,2.98,2.74,26044414,957393,181009,-63809,776384,712575
Africa,Mali,2031,36.3,6.8,-2.8,2.95,2.66,26757076,969944,181681,-75455,788263,712809
Africa,Mali,2032,35.7,6.6,-2.8,2.91,2.63,27475236,981415,182436,-75557,798980,723423
Africa,Mali,2033,35.2,6.5,-2.7,2.87,2.6,28204014,992499,183044,-75305,809455,734150
Africa,Mali,2034,34.7,6.4,-2.6,2.83,2.57,28942875,1002871,183787,-75541,819083,743542
Africa,Mauritania,2020,29,7.5,-0.8,2.14,2.07,4005475,116039,30161,-3004,85877,82873
Africa,Mauritania,2021,28.5,7.4,-0.7,2.11,2.04,4088630,116690,30297,-2985,86393,83408
Africa,Mauritania,2022,28.1,7.3,-0.7,2.08,2.01,4172274,117283,30416,-3004,86867,83863
Africa,Mauritania,2023,27.7,7.2,-0.7,2.05,1.98,4256298,117772,30603,-2979,87169,84190
Africa,Mauritania,2024,27.2,7.1,-0.7,2.01,1.95,4340599,118195,30775,-2995,87420,84425
Africa,Mauritania,2025,26.8,7,-0.7,1.98,1.91,4425089,118504,30976,-3009,87528,84519
Africa,Mauritania,2026,26.4,6.9,-0.7,1.95,1.88,4509825,119059,31163,-3022,87896,84875
Africa,Mauritania,2027,26,6.8,-0.7,1.92,1.85,4594864,119512,31337,-2987,88175,85189
Africa,Mauritania,2028,25.6,6.8,-0.6,1.89,1.82,4680104,119904,31591,-2995,88314,85318
Africa,Mauritania,2029,25.2,6.7,-0.6,1.86,1.79,4765447,120185,31786,-3002,88399,85397
Africa,Mauritania,2030,24.8,6.6,-0.6,1.82,1.76,4850794,120397,32064,-3007,88333,85325
Africa,Mauritania,2031,24.5,6.6,-0.6,1.79,1.73,4936251,120889,32332,-3011,88556,85545
Africa,Mauritania,2032,24.2,6.5,-0.6,1.77,1.71,5021918,121330,32592,-3013,88737,85724
Africa,Mauritania,2033,23.8,6.4,-0.6,1.74,1.68,5107703,121717,32894,-3014,88823,85809
Africa,Mauritania,2034,23.5,6.4,-0.6,1.71,1.65,5193511,121996,33187,-3012,88809,85797
Africa,Mauritius,2020,12.6,7.3,0,0.53,0.53,1379365,17380,10083,0,7297,7297
Africa,Mauritius,2021,12.5,7.4,0,0.51,0.51,1386538,17332,10288,0,7044,7044
Africa,Mauritius,2022,12.4,7.5,0,0.49,0.49,1393452,17265,10479,0,6786,6786
Africa,Mauritius,2023,12.3,7.6,0,0.46,0.46,1400077,17165,10697,0,6468,6468
Africa,Mauritius,2024,12.1,7.8,0,0.44,0.44,1406393,17060,10900,0,6160,6160
Africa,Mauritius,2025,12,7.9,0,0.41,0.41,1412384,16949,11115,0,5833,5833
Africa,Mauritius,2026,11.9,8,0,0.39,0.39,1418027,16818,11358,0,5459,5459
Africa,Mauritius,2027,11.7,8.1,0,0.36,0.36,1423301,16681,11586,0,5095,5095
Africa,Mauritius,2028,11.6,8.3,0,0.33,0.33,1428194,16538,11840,0,4699,4699
Africa,Mauritius,2029,11.4,8.4,0,0.3,0.3,1432699,16390,12078,0,4312,4312
Africa,Mauritius,2030,11.3,8.6,0,0.27,0.27,1436809,16250,12328,0,3922,3922
Africa,Mauritius,2031,11.2,8.8,0,0.24,0.24,1440525,16119,12605,0,3515,3515
Africa,Mauritius,2032,11.1,8.9,0,0.22,0.22,1443850,15998,12879,0,3119,3119
Africa,Mauritius,2033,11,9.1,0,0.19,0.19,1446789,15886,13137,0,2749,2749
Africa,Mauritius,2034,10.9,9.3,0,0.16,0.16,1449346,15783,13421,0,2362,2362
Africa,Morocco,2020,16.9,5,-2.9,1.19,0.91,34955862,591104,173731,-101022,417373,316351
Africa,Morocco,2021,16.7,5,-2.8,1.17,0.89,35270322,588309,176704,-99110,411605,312495
Africa,Morocco,2022,16.5,5.1,-2.7,1.14,0.87,35581068,585664,180040,-96781,405624,308844
Africa,Morocco,2023,16.2,5.1,-2.6,1.11,0.85,35887321,582092,183743,-94743,398349,303607
Africa,Morocco,2024,16,5.2,-2.6,1.08,0.83,36188472,578292,187456,-92642,390835,298193
Africa,Morocco,2025,15.8,5.2,-2.5,1.05,0.8,36484418,574994,191178,-90117,383816,293700
Africa,Morocco,2026,15.6,5.3,-2.4,1.02,0.79,36775354,572225,195645,-88261,376580,288319
Africa,Morocco,2027,15.4,5.4,-2.3,1,0.77,37061452,569635,200132,-85983,369503,283520
Africa,Morocco,2028,15.2,5.5,-2.2,0.97,0.75,37342311,566483,204636,-83647,361847,278200
Africa,Morocco,2029,15,5.6,-2.2,0.94,0.72,37617507,563510,209530,-81630,353981,272351
Africa,Morocco,2030,14.8,5.7,-2.1,0.91,0.7,37886841,560725,214818,-79562,345907,266344
Africa,Morocco,2031,14.6,5.8,-2,0.89,0.68,38150389,558522,220509,-77445,338012,260567
Africa,Morocco,2032,14.5,5.9,-2,0.86,0.66,38408341,556537,226225,-75280,330312,255031
Africa,Morocco,2033,14.4,6,-1.9,0.83,0.65,38660642,554780,232350,-73069,322430,249361
Africa,Morocco,2034,14.2,6.1,-1.8,0.81,0.63,38907198,552871,238501,-70811,314370,243559
Africa,Mozambique,2020,37.2,10.9,-1.8,2.63,2.46,28603070,1064892,312632,-50055,752261,702205
Africa,Mozambique,2021,36.9,10.7,-1.7,2.62,2.45,29312011,1082199,313932,-50124,768268,718144
Africa,Mozambique,2022,36.6,10.5,-1.7,2.61,2.45,30037074,1099657,315389,-49862,784268,734406
