,ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude,geometry
2046,CM,Cameroon,13760,106702,"Mofu, North","Mofu, North",75000,2,N,mfk,"Mofu, North",4,6,Islam,8,2,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.68799,14.1108,
2047,CM,Cameroon,15021,109452,"Mofu, South","Mofu, South",105000,4,N,mif,Mofu-Gudur,4,4,Ethnic Religions,20,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.54926,14.02533,
2048,CM,Cameroon,13778,106735,Molokwo,Molokwo,17000,4,N,mlw,Moloko,3,6,Islam,8,3.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.79455,14.24796,
2049,CM,Cameroon,19379,115334,Mono,Mono,300,4,N,mru,Mono,0,6,Islam,15,4,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,8.78385,14.22556,
2050,CM,Cameroon,13851,106850,Mubako,"Mubako, Mumbake",41000,2,N,muo,Nyong,1,1,Christianity,42.9,1.5,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.76391,10.22912,
2051,CM,Cameroon,13863,106885,Mulimba,"Mulimba, Limba",3700,4,N,mzd,Malimba,1,1,Christianity,74,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.76168,9.6487,
2052,CM,Cameroon,13864,106889,Mum,"Mum, Bamun",580000,4,N,bax,Bamun,5,6,Islam,8.5,2.4,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.58897,10.85543,
2053,CM,Cameroon,13865,106891,Mumuye,Mumuye,13000,2,N,mzm,Mumuye,4,4,Ethnic Religions,15,0.3,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,N,,N,9.095919,12.898012,
2054,CM,Cameroon,13868,106897,Mundang,"Mundang, Lere",123000,4,N,mua,Mundang,5,1,Christianity,50,2.5,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.04259,14.40787,
2055,CM,Cameroon,13869,106898,Mundani,Mundani,81000,5,N,mnf,Mundani,4,1,Christianity,73,20,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.67228,9.90906,
2056,CM,Cameroon,13840,106832,"Musgum, Mulwi","Musgum, Mulwi",193000,2,N,mug,Musgu,5,6,Islam,25,2,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.802,14.89536,
2057,CM,Cameroon,13898,106976,Muyang,"Muyang, Myau",39000,2,N,muy,Muyang,4,6,Islam,7,0.4,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.86079,14.21112,
2058,CM,Cameroon,14763,108711,Nbambai,Nbambai,79000,4,N,sba,Ngambay,5,1,Christianity,55,7,22,A013,Sub-Saharan Peoples,278,C0189,Sara-Bagirmi,3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,8.42629,15.11618,
2059,CM,Cameroon,13263,107140,Ncane,Ncane,17000,3,N,ncr,Ncane,3,1,Christianity,70,1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.5502,10.54773,
2060,CM,Cameroon,13277,107156,Ndemli,"Ndemli, Bayong",16000,2,N,nml,Ndemli,1,6,Islam,30,0.7,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.67108,10.21929,
2061,CM,Cameroon,13292,107172,Ndola,Ndola,3300,4,N,ndr,Ndoola,3,1,Christianity,74,5,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,7.49305,12.14559,
2062,CM,Cameroon,13290,107170,Ndop-Bamessing,"Ndop-Bamessing, Ndob",34000,4,N,ndb,Kenswei Nsei,3,1,Christianity,74,3,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.01898,10.41255,
2063,CM,Cameroon,13291,107171,Ndop-Bamunka,"Ndop-Bamunka, Muka",40000,4,N,bvm,Bamunka,3,1,Christianity,74,4,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.01433,10.50956,
2064,CM,Cameroon,13293,107173,Ndreme,"Ndreme, Pelasla",17000,4,N,mlr,Vame,3,4,Ethnic Religions,10,2.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.94629,14.21432,
2065,CM,Cameroon,13312,107199,"Nen, Banen","Nen, Banen",170000,4,N,tvu,Tunen,3,1,Christianity,55,4.5,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.67242,10.55475,
2066,CM,Cameroon,13325,107223,Nfumte,Nfumte,68000,5,N,nfu,Mfumte,2,1,Christianity,75,20,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.628576797,10.98734823,
2067,CM,Cameroon,19286,115389,Ngamambo,Ngamambo,13000,4,N,nbv,Ngamambo,1,1,Christianity,62,5,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.87931,10.08198,
2068,CM,Cameroon,13351,107261,Ngemba,Ngemba,30000,5,N,nge,Ngemba,2,1,Christianity,74,18,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.0471,10.10057,
2069,CM,Cameroon,13355,107267,Ngi,"Ngi, Angie",61000,4,N,ngj,Ngie,2,1,Christianity,76,7,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.93935,9.79766,
2070,CM,Cameroon,13358,107271,Ngishe,Ngishe,15000,3,N,nsh,Ngoshie,1,1,Christianity,70,1,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.04679,9.83103,
2071,CM,Cameroon,13360,107273,Ngo,"Ngo, Babungo",37000,4,N,bav,Vengo,4,1,Christianity,74,6,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.10804,10.40851,
2072,CM,Cameroon,13363,107276,Ngomba,Ngomba,108000,3,N,jgo,Ngomba,4,1,Christianity,76,0.1,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.61971,10.23795,
2073,CM,Cameroon,13368,107283,Ngoshe Sama,"Ngoshe Sama, Ngossi",1700,2,N,ngs,Gvoko,1,4,Ethnic Religions,25,0.2,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.98668,13.7821,
2074,CM,Cameroon,13371,107287,Ngumba,"Ngumba, Mvumbo",25000,4,N,nmg,Kwasio,3,1,Christianity,77,3.5,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.06009,10.2998,
2075,CM,Cameroon,13381,107300,"Ngwe, Bamileke-Foto","Ngwe, Bamileke-Foto",121000,4,N,nwe,Ngwe,2,1,Christianity,76,4,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.52327,9.89054,
2076,CM,Cameroon,13383,107302,Ngwo,"Ngwo, Ngwaw",31000,3,N,ngn,Ngwo,2,1,Christianity,73,2,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.16675,9.85236,
2077,CM,Cameroon,19382,115349,"Nimbari, Nyamnyam","Nimbari, Nyamnyam",200,2,N,xxx,Language unknown,0,6,Islam,30,0.8,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,9.67581,13.82656,
2078,CM,Cameroon,13413,107350,"Njen, Nzin","Njen, Nzin",2900,4,N,njj,Njen,1,6,Islam,8,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.75046,9.90516,
2079,CM,Cameroon,15209,109746,Njikum,Njikum,3800,5,N,jbu,Jukun Takum,4,1,Christianity,62,26,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.86384,10.51587,
2080,CM,Cameroon,19343,115395,Njyem,Njyem,4500,4,N,njy,Njyem,3,1,Christianity,72,7,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.4421,14.07319,
2081,CM,Cameroon,13419,107357,Nkom,"Nkom, Kom",322000,4,N,bkm,Kom,4,4,Ethnic Religions,20,9,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.27076,10.34254,
2082,CM,Cameroon,19662,115396,Nkongho,Nkongho,3700,4,N,nkc,Nkongho,1,1,Christianity,69,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.33567,9.80423,
2083,CM,Cameroon,13966,107381,Nomande,"Nomande, Mandi",16000,4,N,lem,Nomaande,4,1,Christianity,69,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.57935,10.90669,
2084,CM,Cameroon,13970,107385,Noni,Noni,55000,4,N,nhu,Noone,4,1,Christianity,70,7,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.39044,10.57116,
2085,CM,Cameroon,10236,100203,"Nsari, Akweto","Nsari, Akweto",11000,3,N,asj,Sari,3,1,Christianity,70,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.62288,10.60167,
2086,CM,Cameroon,14048,107485,Nso,Nso,331000,5,N,lns,Lamnso',5,1,Christianity,71,12,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.19135,10.80252,
2087,CM,Cameroon,14085,107539,Nyang,"Nyang, Manyang",134000,4,N,ken,Kenyang,4,1,Christianity,66,6,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.51419,9.5043,
2088,CM,Cameroon,20547,116899,Nyokon,Nyokon,4800,4,N,nvo,Nyokon,1,1,Christianity,55,4,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.884633,11.500906,
2089,CM,Cameroon,14107,107573,Nzakmbay,Nzakmbay,21000,5,N,nzy,Nzakambay,4,4,Ethnic Religions,40,23,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,7.63605,15.54214,
2090,CM,Cameroon,14108,107574,Nzanyi,"Nzanyi, Jeng",24000,4,N,nja,Nzanyi,3,6,Islam,15,4,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,9.97913,13.37472,
2091,CM,Cameroon,14110,107576,Nzime,Nzime,29000,4,N,ozm,Koonzime,4,1,Christianity,73,7,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.25933,13.54152,
2092,CM,Cameroon,14144,107624,Oku,"Oku, Uku",120000,4,N,oku,Oku,4,1,Christianity,73,6,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.22281,10.51195,
2093,CM,Cameroon,14226,107694,Osatu,Osatu,600,4,N,ost,Osatu,1,1,Christianity,55,3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.21005,9.80398,
2094,CM,Cameroon,14285,107811,Pana,Pana,5300,4,N,pnz,Pana,3,1,Christianity,51,10,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,4,8,"Africa, West and Central",AFR,Africa,N,Y,,N,7.57024,15.41874,
2095,CM,Cameroon,12817,105272,Peere,Peere,30000,4,N,pfe,Pere,4,1,Christianity,50,9,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,7.50987,12.37072,
2096,CM,Cameroon,14376,107999,Peve,"Peve, Lame",10000,5,N,lme,Peve,4,1,Christianity,45,15,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,8.94841,14.4997,
2097,CM,Cameroon,14402,108047,Pinyin,"Pinyin, Bapinyi",41000,4,N,pny,Pinyin,4,1,Christianity,95,3,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.78617,10.06672,
2098,CM,Cameroon,14420,108078,Pobyeng,"Pobyeng, Mpompo",95000,4,N,mgg,Mpumpong,2,1,Christianity,70,5,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.05092,14.81427,
2099,CM,Cameroon,14422,108082,Podoko,Podoko,60000,4,N,pbi,Parkwa,4,4,Ethnic Religions,30,5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,11.01859,14.10091,
2100,CM,Cameroon,14429,108092,Pol,"Pol, Congo Pol",65000,5,N,pmm,Pol,2,1,Christianity,74,15,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.98851,13.64311,
2101,CM,Cameroon,10587,100811,"Pygmy, Baka","Pygmy, Baka",52000,2,N,bkc,Baka,3,4,Ethnic Religions,30,1.1,22,A013,Sub-Saharan Peoples,273,C0184,Pygmy,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.12133,14.73379,
2102,CM,Cameroon,14728,108648,Sango,Sango,5300,4,N,sag,Sango,5,1,Christianity,73,10,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,5,8,"Africa, West and Central",AFR,Africa,N,N,,N,7.599862,14.950844,
2103,CM,Cameroon,14762,108710,Sara Mbai,Sara Mbai,5200,5,N,myb,Mbay,5,1,Christianity,70,30,22,A013,Sub-Saharan Peoples,278,C0189,Sara-Bagirmi,4,8,"Africa, West and Central",AFR,Africa,N,N,,N,7.546306711,15.44678064,
2104,CM,Cameroon,19046,115351,Sharwa,Sharwa,8600,1,Y,swq,Sharwa,1,6,Islam,1,0.1,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,1,N,10.14014,13.56021,
2105,CM,Cameroon,19047,115353,"So, Fo","So, Fo",18000,4,N,sox,Swo,3,1,Christianity,73,7,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.63962,12.52647,
2106,CM,Cameroon,15093,109558,Su,"Su, Isubu",2200,5,N,szv,Isu,3,1,Christianity,70,25,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.96758,9.36535,
2107,CM,Cameroon,15106,109579,"Suga, Baghap","Suga, Baghap",25000,4,N,sgi,Nizaa,2,6,Islam,13,10,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,7.14417,12.41826,
2108,CM,Cameroon,15446,109970,Terki,"Terki, Teleki",3900,4,N,tsh,Tsuvan,1,6,Islam,4,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.15636,13.62811,
2109,CM,Cameroon,15480,110049,Tigon,Tigon,55000,4,N,nza,"Mbembe, Tigon",4,4,Ethnic Religions,45,8,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.85367,10.69909,
2110,CM,Cameroon,15486,110055,Tikar,"Tikar, Twumwu",152000,3,N,tik,Tikar,4,1,Christianity,65,2,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.85445,11.58374,
2111,CM,Cameroon,15505,110089,Tiv,Tiv,1600,5,N,tiv,Tiv,5,1,Christianity,74,25,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,N,,N,6.45463,9.62521,
2112,CM,Cameroon,15614,110241,Tuburi,Tuburi,180000,5,N,tui,Tupuri,5,1,Christianity,59,14,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.17395,14.79783,
2113,CM,Cameroon,15646,110291,Tuotomb,Tuotomb,1300,3,N,ttf,Tuotomb,1,1,Christianity,70,0.7,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.65602,10.66044,
2114,CM,Cameroon,21360,110341,Twendi,Twendi,2600,1,Y,twn,Twendi,0,6,Islam,0.3,0.1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,1,N,6.36656,11.70017,
2115,CM,Cameroon,14097,107561,"Uhumkighi, Yukuben","Uhumkighi, Yukuben",2400,3,N,ybl,Yukuben,1,1,Christianity,55,1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.944,10.0828,
2116,CM,Cameroon,15742,110449,Usakade,Usakade,22000,3,N,usk,Usaghade,1,1,Christianity,62,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.72483,8.68242,
2117,CM,Cameroon,13173,105952,Vemgo-Mabas,Vemgo-Mabas,1400,4,N,vem,Vemgo-Mabas,1,4,Ethnic Religions,35,6,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.80339,13.67735,
2118,CM,Cameroon,15787,110554,Verre,Verre,11000,4,N,ver,Verre,3,1,Christianity,51,9,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,8.76081,12.87377,
2119,CM,Cameroon,15807,110593,Vute,Vute,36000,5,N,vut,Vute,4,1,Christianity,50,11,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.40059,12.24497,
2120,CM,Cameroon,15895,110727,Wawa,Wawa,6400,2,N,www,Wawa,1,6,Islam,7,1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.82544,11.76713,
2121,CM,Cameroon,15901,110738,Weh,Weh,13000,5,N,weh,Weh,2,1,Christianity,70,25,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.46006,10.12645,
2122,CM,Cameroon,15397,110825,Widekum,"Widekum, Menemo-Mogamo",222000,4,N,mgo,Meta',4,1,Christianity,71,9,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.92187,9.89756,
2123,CM,Cameroon,15411,110853,Woko,"Woko, Longa",6600,1,Y,wok,Longto,1,6,Islam,2,1,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,N,Y,1,N,8.34979,13.06592,
2124,CM,Cameroon,15415,110859,Wom,Wom,37000,4,N,wom,Wom,3,1,Christianity,50,2.5,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,2,8,"Africa, West and Central",AFR,Africa,N,N,,N,9.100752,12.900261,
2125,CM,Cameroon,15424,110877,"Wushi, Babessi","Wushi, Babessi ",32000,3,N,bse,Wushi,2,1,Christianity,70,1.5,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.0775,10.60365,
2126,CM,Cameroon,15428,110883,Wuzlam,"Wuzlam, Uzam",29000,4,N,udl,Wuzlam,3,6,Islam,20,4,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.94444,14.13685,
2127,CM,Cameroon,13636,106486,Yamba,Yamba,126000,5,N,yam,Yamba,4,1,Christianity,75,18,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.44951,11.04661,
2128,CM,Cameroon,15971,110955,Yambasa,"Yambasa, Nu Gunu",83000,4,N,yas,Nugunu,4,1,Christianity,74,5,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.67962,11.22072,
2129,CM,Cameroon,15973,110957,Yambetta,"Yambetta, Nedek",10000,4,N,yat,Yambeta,4,1,Christianity,70,3,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.83789,10.93035,
2130,CM,Cameroon,15979,110969,Yangben,Yangben,6200,4,N,yav,Yangben,3,1,Christianity,69,3,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,4.41326,11.02796,
2131,CM,Cameroon,15998,110993,Yasa,Yasa,2600,4,N,yko,Yasa,3,1,Christianity,74,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.45171,9.89801,
2132,CM,Cameroon,18991,115388,Zhoa,Zhoa,3500,4,N,zhw,Zhoa,1,4,Ethnic Religions,25,5,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.535,10.16403,
2133,CM,Cameroon,16111,111192,Zulgo-Gemzek,Zulgo-Gemzek,51000,4,N,gnd,Zulgo-Gemzek,4,4,Ethnic Religions,10,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,10.82826,14.05261,
2134,CA,Canada,10131,100021,Abnaki-Penobscot,Abnaki-Penobscot,2600,4,N,fra,French,5,1,Christianity,97,3,18,A009,North American Peoples,246,C0154,North American Indigenous,2,12,"America, North and Caribbean",NAR,North America,N,Y,,N,46.2274,-72.6196,
2135,CA,Canada,19005,114904,Cajun,"Acadian, Cajun",28000,3,N,fra,French,5,1,Christianity,97,1.2,12,A003,Eurasian Peoples,172,C0076,French,2,12,"America, North and Caribbean",NAR,North America,N,Y,,N,46.3043,-66.3668,
2136,CA,Canada,19530,110444,African-Americans,African-Americans,130000,5,N,eng,English,5,1,Christianity,94,20,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",2,12,"America, North and Caribbean",NAR,North America,N,Y,,N,52.97657042,-100.9369642,
2137,CA,Canada,10348,100386,Afro-Antiguan,Afro-Antiguan,1500,5,N,eng,English,5,1,Christianity,92,15,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",2,12,"America, North and Caribbean",NAR,North America,N,N,,N,43.434311,-80.477747,
2138,CA,Canada,19214,115839,"West Indian, general","Afro-Caribbean, other",107000,5,N,eng,English,5,1,Christianity,91.7,20,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",2,12,"America, North and Caribbean",NAR,North America,N,N,,N,52.97747791,-100.9379015,
2139,CA,Canada,19416,115126,Afro-Grenadian,Afro-Grenadian,7400,5,N,gcl,Grenadian Creole English,1,1,Christianity,70,20,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",2,12,"America, North and Caribbean",NAR,North America,N,N,,N,43.65504,-79.394135,
2140,CA,Canada,12013,103602,Afro-Guyanese,Afro-Guyanese,35000,5,N,gyn,Guyanese Creole English,3,1,Christianity,83,22,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",5,12,"America, North and Caribbean",NAR,North America,N,N,,N,43.640608,-79.437075,
2141,CA,Canada,15794,110570,Afro-Vincentian,Afro-Vincentian,5400,5,N,svc,Vincentian Creole English,3,1,Christianity,85,32,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",2,12,"America, North and Caribbean",NAR,North America,N,N,,N,43.7371,-79.4349,
2142,CA,Canada,10218,100179,Akan,Akan,500,5,N,aka,Akan,5,1,Christianity,70,25,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,12,12,"America, North and Caribbean",NAR,North America,N,N,,N,49.224467,-123.012145,
2143,CA,Canada,19207,115689,"Albanian, general","Albanian, general",23000,2,N,als,"Albanian, Tosk",5,1,Christianity,48,1.3,12,A003,Eurasian Peoples,106,C0008,Albanian,7,12,"America, North and Caribbean",NAR,North America,N,N,,N,43.58755673,-79.64367704,
2144,CA,Canada,11880,103338,"Albanian, Gheg","Albanian, Gheg",2000,2,N,aln,"Albanian, Gheg",5,6,Islam,32,0.2,12,A003,Eurasian Peoples,106,C0008,Albanian,11,12,"America, North and Caribbean",NAR,North America,N,N,,N,46.49,-81.01,
