ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
2289,Mah Meri,Malaysia,MYS,mhe,Severely endangered
1558,Mahasui,India,IND,bfz,Definitely endangered
2685,Mahigi,Papua New Guinea,PNG,,Extinct
1746,Mahongwe,Gabon,GAB,mhb,Severely endangered
811,Maidu,United States of America,USA,nmu,Critically endangered
2481,Maiya,Pakistan,PAK,mvy,Vulnerable
1394,Majera,Cameroon,CMR,xmj,Critically endangered
1169,Majhi,Nepal,NPL,bmj,Severely endangered
2426,Mak,China,CHN,mkg,Definitely endangered
623,MakÃ¡,Paraguay,PRY,mca,Definitely endangered
790,Makah,United States of America,USA,myh,Critically endangered
303,Mako,Venezuela (Bolivarian Republic of),VEN,wpc,Critically endangered
2114,Makolkol,Papua New Guinea,PNG,zmh,Critically endangered
624,MÃ¡ku,Brazil,BRA,,Extinct
2583,Maku'a,Timor-Leste,TLS,lva,Critically endangered
625,Makurap,Brazil,BRA,mpu,Severely endangered
214,Malak Malak,Australia,AUS,mpb,Critically endangered
2352,Malecite,"Canada, United States of America","CAN, USA",pqm,Definitely endangered
2233,Maleng,Lao People's Democratic Republic,LAO,,Definitely endangered
540,Malin,Myanmar,MMR,,Extinct
698,Malinaltepec Tlapanec,Mexico,MEX,tll,Vulnerable
772,Maliseet-Passamaquoddy,United States of America,USA,pqm,Severely endangered
2646,Malmariv,Vanuatu,VUT,mnl,Vulnerable
1592,Malto,India,IND,kmj,Definitely endangered
1822,Mam (Guatemala),Guatemala,GTM,,Vulnerable
1369,Mam (Mexico),Mexico,MEX,,Severely endangered
1633,Mambai,Chad,TCD,mcs,Severely endangered
1302,Mancagne,Senegal,SEN,knf,Vulnerable
1185,Manchad,India,IND,lae,Vulnerable
454,Manchu (Amur),China,CHN,"juc, mnc",Critically endangered
453,Manchu (Nonni),China,CHN,"juc, mnc",Critically endangered
455,Manchurian Kirghiz,China,CHN,,Critically endangered
456,Manchurian Ã–lÃ¶t,China,CHN,,Severely endangered
1579,Manda,India,IND,mha,Critically endangered
1775,Mandaic,"Iran (Islamic Republic of), Iraq","IRN, IRQ",mid,Critically endangered
884,Mandan,United States of America,USA,mhq,Critically endangered
1559,Mandeali,India,IND,mjl,Definitely endangered
2550,Mander,Indonesia,IDN,mqr,Critically endangered
2194,Mang (China),China,CHN,zng,Definitely endangered
541,Mang (Viet Nam),Viet Nam,VNM,zng,Definitely endangered
706,Mangareva,French Polynesia (France),PYF,mrv,Severely endangered
205,Mangarla,Australia,AUS,mem,Critically endangered
204,Mangarrayi,Australia,AUS,mpc,Critically endangered
14,Mani,"Guinea, Sierra Leone","GIN, SLE",buy,Critically endangered
709,Manihiki,Cook Islands,COK,rkh,Definitely endangered
2193,Maniq,Thailand,THA,tnz,Definitely endangered
1319,Maniwaki Algonquin,Canada,CAN,alq,Severely endangered
588,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",crq,Definitely endangered
2551,Mansim,Indonesia,IDN,had,Critically endangered
387,Manx,United Kingdom of Great Britain and Northern Ireland,GBR,glv,Critically endangered
1144,Mao,India,IND,nbi,Vulnerable
2427,Maonan,China,CHN,mmd,Vulnerable
702,Maori,New Zealand,NZL,mri,Vulnerable
2552,Mapia,Indonesia,IDN,mpy,Extinct
1754,Mapuche (Argentina),Argentina,ARG,arn,Severely endangered
626,Mapuche (Chile),Chile,CHL,arn,Definitely endangered
1178,Mara,India,IND,mrh,Definitely endangered
2647,Maragus,Vanuatu,VUT,mrs,Extinct
1151,Maram,India,IND,nma,Vulnerable
2553,Maremgi,Indonesia,IDN,mrx,Definitely endangered
2686,Mari,Papua New Guinea,PNG,mbx,Severely endangered
843,Maricopa,United States of America,USA,mrc,Severely endangered
1157,Maring,India,IND,nng,Vulnerable
207,Maringarr,Australia,AUS,zmt,Critically endangered
1337,Mariupolitan Greek,Ukraine,UKR,ell,Severely endangered
209,Marrgu,Australia,AUS,mhg,Extinct
206,Marrisyefin,Australia,AUS,zmj,Critically endangered
208,Marrithiyel,Australia,AUS,mfr,Critically endangered
2070,Martuwangka,Australia,AUS,mpj,Vulnerable
1809,MarÃºbo,Brazil,BRA,mzr,Vulnerable
46,Maslam,"Cameroon, Chad","CMR, TCD",msv,Severely endangered
1655,Massalat,Chad,TCD,mdg,Critically endangered
2554,Massep,Indonesia,IDN,mvs,Critically endangered
1895,Matagalpa,Nicaragua,NIC,mtn,Extinct
2144,Matanvat,Vanuatu,VUT,,Critically endangered
627,Matipu,Brazil,BRA,mzo,Critically endangered
1810,MatÃ­s,Brazil,BRA,mpq,Vulnerable
936,Matlatzinca,Mexico,MEX,,Definitely endangered
488,Mator,Russian Federation,RUS,,Extinct
781,Mattole,United States of America,USA,mvb,Extinct
210,Maung,Australia,AUS,mph,Vulnerable
2115,Mawak,Papua New Guinea,PNG,mjj,Critically endangered
1674,Mawayana (Brazil),"Brazil, Suriname","BRA, SUR","mpw, mzx",Critically endangered
1992,Mawayana (Guyana),Guyana,GUY,"mpw, mzx",Critically endangered
1763,MawÃ©,Brazil,BRA,mav,Vulnerable
628,Maxakali,Brazil,BRA,mbl,Vulnerable
542,May,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",scb,Definitely endangered
1490,Mayo,Mexico,MEX,mfy,Critically endangered
1812,Mayoruna (Brazil),Brazil,BRA,mcf,Vulnerable
745,Mayoruna (Peru),Peru,PER,mcf,Vulnerable
1286,MazatlÃ¡n Mazatec,Mexico,MEX,vmz,Vulnerable
48,Mbara,Chad,TCD,mpk,Severely endangered
1907,"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay","ARG, URY",gun,Severely endangered
1879,Mbya Guarani (Brazil),Brazil,BRA,gun,Vulnerable
2187,Mbya Guarani (Paraguay),Paraguay,PRY,gun,Definitely endangered
1702,Mebengokre,Brazil,BRA,txu,Vulnerable
1195,Mech,India,IND,brx,Severely endangered
388,Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia","GRC, MKD",ruq,Severely endangered
1508,MehinÃ¡ku,Brazil,BRA,mmh,Vulnerable
1620,Mehri,"Oman, Yemen","OMN, YEM",gdq,Definitely endangered
1227,Meithei,India,IND,mni,Vulnerable
1311,Menik,Senegal,SEN,tnr,Definitely endangered
766,Menominee,United States of America,USA,mez,Critically endangered
2468,Menri',Malaysia,MYS,mnq,Critically endangered
211,Meriam Mir,Australia,AUS,ulk,Definitely endangered
786,Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,apm,Definitely endangered
1463,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,apm,Critically endangered
1095,Mewahang,Nepal,NPL,"emg, raf",Severely endangered
932,Mezquital OtomÃ­,Mexico,MEX,ote,Definitely endangered
771,Miami-Illinois,United States of America,USA,mia,Extinct
695,Michif,Canada,CAN,crg,Critically endangered
1317,Micmac (Canada),Canada,CAN,mic,Vulnerable
1526,Micmac (Massachusetts),United States of America,USA,mic,Definitely endangered
839,MigueleÃ±o,United States of America,USA,sln,Extinct
1094,Miji,India,IND,,Definitely endangered
1087,Miju,"China, India","CHN, IND",mxj,Vulnerable
1543,Mikasuki,United States of America,USA,mik,Vulnerable
1192,Milang,India,IND,adi,Definitely endangered
1637,Miltu,Chad,TCD,mlj,Critically endangered
2116,Mindiri,Papua New Guinea,PNG,mpn,Severely endangered
1057,Mingrelian,Georgia,GEO,xmf,Definitely endangered
1423,Minhe Monguor,China,CHN,mjg,Definitely endangered
986,Minyong,India,IND,adi,Vulnerable
2447,Miqie,China,CHN,yiq,Definitely endangered
1813,MiraÃ±a (Brazil),Brazil,BRA,boa,Critically endangered
2020,MiraÃ±a (Colombia),Colombia,COL,boa,Severely endangered
630,MiritÃ­ Tapuia,Brazil,BRA,mmv,Critically endangered
212,Miriwoong,Australia,AUS,mep,Critically endangered
914,Misantla Totonac,Mexico,MEX,tlc,Critically endangered
1091,Mising,India,IND,mrg,Definitely endangered
1862,Miskito (Honduras),Honduras,HND,,Vulnerable
1891,Miskito (Nicaragua),Nicaragua,NIC,,Vulnerable
967,Mixtec of San Miguel Piedras,Mexico,MEX,,Severely endangered
968,Mixtec of San Pedro TidaÃ¡,Mexico,MEX,,Severely endangered
972,Mixtec of Santa Cruz Itundujia,Mexico,MEX,,Definitely endangered
971,Mixtec of Santa InÃ©s de Zaragoza,Mexico,MEX,,Definitely endangered
975,Mixtec of the central Ravine,Mexico,MEX,,Definitely endangered
966,Mixtec of the northeast lowlands,Mexico,MEX,,Severely endangered
976,Mixtec of the Puebla-Oaxaca border,Mexico,MEX,,Definitely endangered
974,Mixtec of the southwest of Puebla,Mexico,MEX,,Definitely endangered
970,Mixtec of Tlaltempan,Mexico,MEX,,Definitely endangered
973,Mixtec of Villa de Tututepec,Mexico,MEX,,Definitely endangered
969,Mixtec of ZapotitlÃ¡n,Mexico,MEX,,Severely endangered
1973,Miyako,Japan,JPN,mvi,Definitely endangered
1230,Mizo,India,IND,lus,Vulnerable
544,Mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",mra,Definitely endangered
2351,Mlahso (Syria),Syrian Arab Republic,SYR,lhs,Extinct
1987,Mlahso (Turkey),Turkey,TUR,lhs,Extinct
1299,Mlomp,Senegal,SEN,mlo,Critically endangered
2413,Mo'ang (China),China,CHN,,Definitely endangered
2243,Mo'ang (Viet Nam),Viet Nam,VNM,,Definitely endangered
1734,Mo'da,Sudan,SDN,gbn,Critically endangered
1295,Mo-peng,Sierra Leone,SLE,,Extinct
1511,MÃ²cheno,Italy,ITA,mhn,Definitely endangered
631,Mochica,Peru,PER,,Extinct
632,MocovÃ­,Argentina,ARG,moc,Definitely endangered
2117,Moere,Papua New Guinea,PNG,mvq,Severely endangered
148,Moghol,Afghanistan,AFG,mhj,Critically endangered
1030,Mohave (Arizona),United States of America,USA,mov,Severely endangered
841,Mohave (California),United States of America,USA,mov,Severely endangered
1242,"Mohawk (Akwesasne, St. Regis)",United States of America,USA,moh,Definitely endangered
1243,Mohawk (Ganienkeh),United States of America,USA,moh,Definitely endangered
2517,Mohawk (Kahnawake),Canada,CAN,moh,Definitely endangered
264,Mohawk (Kanatsiohareke),United States of America,USA,moh,Definitely endangered
1381,Mohawk (Kanesatake),Canada,CAN,moh,Definitely endangered
2516,Mohawk (Six nations),Canada,CAN,moh,Definitely endangered
1325,Mohawk (Tyendinega),Canada,CAN,moh,Definitely endangered
1324,Mohawk (Wahta),Canada,CAN,moh,Definitely endangered
1956,Mojo,Bolivia (Plurinational State of),BOL,"ign, trn",Definitely endangered
2406,Mok (China),China,CHN,tlq,Definitely endangered
2208,Mok (Lao PDR),Lao People's Democratic Republic,LAO,tlq,Definitely endangered
2221,"Mok (Myanmar, Thailand)","Myanmar, Thailand","MMR, THA",tlq,Definitely endangered
2340,Mokilese,Micronesia (Federated States of),FSM,mkj,Critically endangered
1010,Moklen,"Myanmar, Thailand","MMR, THA",mwt,Definitely endangered
2600,Moksela,Indonesia,IDN,vms,Extinct
328,Moksha,Russian Federation,RUS,mdf,Definitely endangered
825,Molala,United States of America,USA,mbe,Extinct
1349,Molise Croatian,Italy,ITA,"bos, hrv, srp",Severely endangered
1735,Molo,Sudan,SDN,zmo,Critically endangered
2555,Momuna,Indonesia,IDN,mqf,Vulnerable
2222,Mon,"Myanmar, Thailand","MMR, THA",mnw,Vulnerable
1397,Mono,Cameroon,CMR,mnr,Critically endangered
1464,Mono (Eastern),United States of America,USA,mnr,Critically endangered
858,Mono (Western),United States of America,USA,mnr,Critically endangered
959,Montana Salish,United States of America,USA,fla,Critically endangered
282,Moose Cree,Canada,CAN,crm,Vulnerable
1750,MopÃ¡n (Belize),Belize,BLZ,mop,Severely endangered
1823,MopÃ¡n (Guatemala),Guatemala,GTM,mop,Severely endangered
2556,Mor,Indonesia,IDN,moq,Severely endangered
2557,Moraori,Indonesia,IDN,mok,Severely endangered
1924,MorÃ©,Bolivia (Plurinational State of),BOL,ite,Critically endangered
2145,Mores,Vanuatu,VUT,rga,Severely endangered
1715,Moro,Sudan,SDN,mor,Definitely endangered
2452,Moroccan Judeo-Arabic (Israel),Israel,ISR,aju,Definitely endangered
2454,Moroccan Judeo-Arabic (Morocco),Morocco,MAR,aju,Severely endangered
1736,Morokodo,Sudan,SDN,mgc,Severely endangered
2341,Mortlockese,Micronesia (Federated States of),FSM,mrl,Definitely endangered
424,Moselle Franconian,"Germany, Belgium, France, Luxembourg","DEU, BEL, FRA, LUX",ltz,Vulnerable
633,MosetÃ©n,Bolivia (Plurinational State of),BOL,cas,Severely endangered
2118,Mosimo,Papua New Guinea,PNG,mqv,Severely endangered
2089,Mosquitia Creole,Nicaragua,NIC,,Definitely endangered
1358,Motocintlec,Mexico,MEX,mhc,Critically endangered
1219,Motuo Menba,"China, India","CHN, IND",tsj,Definitely endangered
1488,Mountain GuarijÃ­o,Mexico,MEX,var,Vulnerable
635,Movima,Bolivia (Plurinational State of),BOL,mzp,Severely endangered
543,Moyon,India,IND,nmo,Definitely endangered
390,Mozarabic,Spain,ESP,,Extinct
545,Mpi,Thailand,THA,mpz,Definitely endangered
1512,Mra,"China, India","CHN, IND",,Critically endangered
1137,Mru,Myanmar,MMR,mro,Severely endangered
2199,Mt. Iraya Agta,Philippines,PHL,atl,Definitely endangered
2412,Muda,China,CHN,ymd,Vulnerable
213,Mudburra,Australia,AUS,mwd,Severely endangered
2022,Muinane,Colombia,COL,bmr,Definitely endangered
2414,Muji,China,CHN,"ymx, ymq, ymc, ymi, ymz",Definitely endangered
2687,Mulaha,Papua New Guinea,PNG,mfw,Extinct
2425,Mulam,China,CHN,mlm,Vulnerable
2422,Mulao,China,CHN,,Severely endangered
1211,Mundari,India,IND,muw,Vulnerable
1675,MundurukÃº,Brazil,BRA,myu,Vulnerable
636,Munichi,Peru,PER,myr,Critically endangered
1851,Munji,Afghanistan,AFG,mnj,Severely endangered
1326,Munsee (Canada),Canada,CAN,umu,Critically endangered
265,Munsee (United States of America),United States of America,USA,umu,Critically endangered
1198,Muot,India,IND,ncb,Critically endangered
1838,MÃºra,Brazil,BRA,myp,Extinct
2688,Murik,Papua New Guinea,PNG,mtf,Vulnerable
1679,Mursi,Ethiopia,ETH,muz,Vulnerable
2119,Musan,Papua New Guinea,PNG,mmp,Severely endangered
2689,Musom,Papua New Guinea,PNG,msu,Definitely endangered
2690,Mussau-Emira,Papua New Guinea,PNG,emi,Definitely endangered
2435,Muya,China,CHN,mvm,Vulnerable
1391,Mvanip,Nigeria,NGA,mcj,Critically endangered
2691,Mwatebu,Papua New Guinea,PNG,mwa,Definitely endangered
2510,Mwesen,Vanuatu,VUT,msn,Critically endangered
1868,Myky,Brazil,BRA,irn,Vulnerable
1146,Mzieme,India,IND,nme,Vulnerable
1191,Na,"China, India","CHN, IND",,Critically endangered
2148,Naati,Vanuatu,VUT,,Critically endangered
1099,Nachiring,Nepal,NPL,ncd,Severely endangered
1839,NadÃ«b,Brazil,BRA,mbj,Definitely endangered
2692,Nafi,Papua New Guinea,PNG,srf,Severely endangered
1970,Nafusi,Libyan Arab Jamahiriya,LBY,jbn,Severely endangered
35,Nagumi,Cameroon,CMR,ngv,Extinct
1361,Nahali,India,IND,nlx,Definitely endangered
1457,Nahukwa,Brazil,BRA,mzo,Definitely endangered
1589,Naiki,India,IND,nit,Critically endangered
2601,Naka'ela,Indonesia,IDN,nae,Extinct
216,Nakkara,Australia,AUS,nck,Severely endangered
11,Nalu,Guinea,GIN,naj,Definitely endangered
2448,Naluo,China,CHN,ylo,Vulnerable
2146,Naman,Vanuatu,VUT,lzl,Critically endangered
1621,Nambiquara do Norte,Brazil,BRA,"lkd, ltn, xtw, wmd",Vulnerable
620,Nambiquara do Sul,Brazil,BRA,nab,Vulnerable
2342,Namonuito,Micronesia (Federated States of),FSM,nmt,Severely endangered
2436,Namuyi,China,CHN,nmy,Vulnerable
489,Nanay,"China, Russian Federation","CHN, RUS",gld,Severely endangered
1948,Ã‘andeva Guarani,Brazil,BRA,nhd,Vulnerable
730,Nanti,Peru,PER,cox,Vulnerable
104,Napore,Uganda,UGA,,Extinct
2312,Napu,Indonesia,IDN,npy,Vulnerable
2558,Narau,Indonesia,IDN,nxu,Severely endangered
1737,Narim,Sudan,SDN,loh,Definitely endangered
1122,Narpa,Nepal,NPL,npa,Definitely endangered
2147,Nasarian,Vanuatu,VUT,nvh,Critically endangered
2354,Naskapi,Canada,CAN,nsk,Vulnerable
1786,Natanzi,Iran (Islamic Republic of),IRN,ntz,Severely endangered
2036,Nataoran,China,CHN,ais,Critically endangered
901,Natchez,United States of America,USA,ncz,Extinct
2355,Natsilingmiutut,Canada,CAN,ikt,Vulnerable
2586,Naueti,Timor-Leste,TLS,nxa,Vulnerable
2693,Nauna,Papua New Guinea,PNG,ncn,Vulnerable
2624,Nauruan,Nauru,NRU,nau,Severely endangered
784,Navajo,United States of America,USA,nav,Vulnerable
2149,Navwien,Vanuatu,VUT,,Critically endangered
85,Nayi,Ethiopia,ETH,noz,Vulnerable
1783,Nayini,Iran (Islamic Republic of),IRN,nyq,Severely endangered
40,Ndai,Cameroon,CMR,gke,Critically endangered
1716,Nding,Sudan,SDN,eli,Critically endangered
1392,Ndunda,Nigeria,NGA,nuh,Severely endangered
490,Negidal,Russian Federation,RUS,neg,Critically endangered
2498,Neku,New Caledonia (France),NCL,nek,Severely endangered
2191,Nemadi,Mauritania,MRT,,Critically endangered
2492,Nemi,New Caledonia (France),NCL,nem,Definitely endangered
827,New River Shasta,United States of America,USA,sht,Extinct
1117,Newar,Nepal,NPL,new,Definitely endangered
824,Nez Perce,United States of America,USA,nez,Critically endangered
2078,Ngaanyatjarra,Australia,AUS,ntj,Vulnerable
2079,Ngaatjatjara,Australia,AUS,,Severely endangered
1883,NgÃ¤bere (Costa Rica),Costa Rica,CRI,gym,Definitely endangered
1898,NgÃ¤bere (Panama),Panama,PAN,gym,Vulnerable
218,Ngalakan,Australia,AUS,nig,Critically endangered
219,Ngaliwuru,Australia,AUS,djd,Critically endangered
220,Ngalkbun,Australia,AUS,ngk,Severely endangered
491,Nganasan,Russian Federation,RUS,nio,Severely endangered
221,Ngandi,Australia,AUS,nid,Critically endangered
222,Ngangikurunggurr,Australia,AUS,nam,Severely endangered
223,Ngardi,Australia,AUS,wpb,Critically endangered
224,Ngarinman,Australia,AUS,nbj,Severely endangered
225,Ngarinyin,Australia,AUS,ung,Definitely endangered
682,Ngarla,Australia,AUS,nlr,Extinct
217,Ngarluma,Australia,AUS,nrl,Critically endangered
2625,Ngatikese Men's Creole,Micronesia (Federated States of),FSM,,Definitely endangered
110,Ngbinda,Democratic Republic of the Congo,ZAI,nbd,Critically endangered
1717,Ngile,Sudan,SDN,jle,Severely endangered
1661,Ngombe,Central African Republic,CAF,nmj,Definitely endangered
39,Ngong,Cameroon,CMR,nnx,Extinct
2247,Nguon,Viet Nam,VNM,nuo,Vulnerable
27,Ngwaba,Nigeria,NGA,ngw,Severely endangered
1818,Nheengatu / Yeral (Brazil),Brazil,BRA,yrl,Severely endangered
325,Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),VEN,yrl,Severely endangered
1362,Nihali,India,IND,nll,Critically endangered
2603,Nila (Nila Island),Indonesia,IDN,nil,Extinct
2602,Nila (Seram Island),Indonesia,IDN,nil,Definitely endangered
1915,Ninam (Brazil),Brazil,BRA,shb,Vulnerable
1978,Ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,shb,Vulnerable
2198,Ningalami,Afghanistan,AFG,nli,Severely endangered
813,Nisenan,United States of America,USA,nsz,Extinct
2356,Nisga'a,Canada,CAN,ncg,Severely endangered
2648,Nisvai,Vanuatu,VUT,psw,Critically endangered
703,Niuean,Niue,NIU,niu,Definitely endangered
2189,NivaclÃ©,Paraguay,PRY,cag,Vulnerable
2150,Nivat,Vanuatu,VUT,,Critically endangered
2151,Niviar,Vanuatu,VUT,,Critically endangered
464,Nivkh (Amur),Russian Federation,RUS,niv,Critically endangered
496,Nivkh (Sakhalin),Russian Federation,RUS,niv,Severely endangered
1741,Njalgulgule,Sudan,SDN,njl,Severely endangered
38,Njerep,Cameroon,CMR,,Critically endangered
1106,Nocte,India,IND,njb,Vulnerable
669,Nogay (Caucasus),Russian Federation,RUS,nog,Definitely endangered
348,Nogay (Crimea),Ukraine,UKR,nog,Severely endangered
391,Nogay (Dobruja),Romania,ROU,nog,Severely endangered
748,Nomatsiguenga,Peru,PER,not,Severely endangered
2021,Nonuya,Colombia,COL,,Critically endangered
958,Nooksack,United States of America,USA,nok,Extinct
1296,Noon,Senegal,SEN,snf,Vulnerable
2357,Nootka,Canada,CAN,noo,Severely endangered
715,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),NFK,pih,Definitely endangered
2622,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),PCN,pih,Vulnerable
392,Norman,France,FRA,nrn,Severely endangered
361,Norn,United Kingdom of Great Britain and Northern Ireland,GBR,,Extinct
253,North Alaskan Inupiaq (Canada),Canada,CAN,esi,Severely endangered
762,North Alaskan Inupiaq (Kotzebue Sound),United States of America,USA,esi,Severely endangered
1372,North Alaskan Inupiaq (North Slope),United States of America,USA,esi,Severely endangered
394,North Frisian,Germany,DEU,frr,Severely endangered
143,North Greenlandic,Greenland (Kingdom of Denmark),GRL,ike,Definitely endangered
393,North Saami,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",sme,Definitely endangered
2358,North Slavey,Canada,CAN,scs,Definitely endangered
831,Northeastern Pomo,United States of America,USA,pef,Extinct
2359,Northern Algonquin,Canada,CAN,alq,Vulnerable
2171,Northern Alta,Philippines,PHL,aqn,Severely endangered
500,Northern Altay,Russian Federation,RUS,atv,Severely endangered
1017,Northern Cuicatec,Mexico,MEX,,Vulnerable
692,Northern East Cree,Canada,CAN,crl,Vulnerable
262,Northern Haida,"Canada, United States of America","CAN, USA",hdn,Critically endangered
483,Northern Khanty,Russian Federation,RUS,kca,Definitely endangered
487,Northern Mansi,Russian Federation,RUS,mns,Severely endangered
1465,Northern Paiute (Idaho),United States of America,USA,pao,Critically endangered
859,Northern Paiute (Nevada),United States of America,USA,pao,Definitely endangered
1466,Northern Paiute (Oregon),United States of America,USA,pao,Critically endangered
926,Northern Pame,Mexico,MEX,pmq,Definitely endangered
834,Northern Pomo,United States of America,USA,pej,Critically endangered
1268,Northern Popoloc,Mexico,MEX,,Vulnerable
497,Northern Selkup,Russian Federation,RUS,sel,Severely endangered
815,Northern Sierra Miwok,United States of America,USA,nsq,Critically endangered
1571,Northern Straits Salish,United States of America,USA,sal,Critically endangered
2720,Northern TepehuÃ¡n,Mexico,MEX,tnp,Definitely endangered
993,Northern Tlapanec,Mexico,MEX,,Vulnerable
917,Northern Totonac,Mexico,MEX,,Critically endangered
2439,Northern Tujia,China,CHN,tji,Severely endangered
2360,Northern Tutchone,Canada,CAN,ttm,Definitely endangered
2365,Northwestern Ojibwe,Canada,CAN,ojb,Vulnerable
930,Northwestern OtomÃ­,Mexico,MEX,otq,Vulnerable
1484,Northwestern Tarahumara,Mexico,MEX,"tac, thh",Vulnerable
994,Northwestern Tlapanec,Mexico,MEX,,Vulnerable
1652,Noy,Chad,TCD,noy,Critically endangered
1155,Nruanghmei,India,IND,nbu,Vulnerable
1416,Nubaca,Cameroon,CMR,baf,Severely endangered
1998,Nukak,Colombia,COL,mbr,Definitely endangered
603,NukinÃ­,Brazil,BRA,nuc,Extinct
2343,Nukuoro,Micronesia (Federated States of),FSM,nkr,Definitely endangered
2403,Numao Bunu,China,CHN,bwx,Definitely endangered
2694,Numbani,Papua New Guinea,PNG,sij,Vulnerable
2361,Nunatsiavummiutut,Canada,CAN,ike,Definitely endangered
2362,Nunavimmiutitut,Canada,CAN,ike,Vulnerable
2250,Nung Ven,Viet Nam,VNM,,Vulnerable
226,Nunggubuyu,Australia,AUS,nuy,Severely endangered
1257,Nupbikha,Bhutan,BTN,npb,Vulnerable
1158,Nupri,Nepal,NPL,kte,Definitely endangered
2604,Nusa Laut,Indonesia,IDN,nul,Critically endangered
1008,Nyah Kur,Thailand,THA,cbn,Definitely endangered
227,Nyamal,Australia,AUS,nly,Severely endangered
105,Nyang'i,Uganda,UGA,nyp,Extinct
228,Nyangumarta,Australia,AUS,nna,Vulnerable
1248,Nyenkha,Bhutan,BTN,neh,Vulnerable
229,Nyikina,Australia,AUS,nyh,Severely endangered
1123,Nyishangba,Nepal,NPL,nmm,Definitely endangered
977,Nyishi,India,IND,dap,Vulnerable
2401,Nyoe,Thailand,THA,,Definitely endangered
132,N|uu,South Africa,ZAF,ngh,Critically endangered
1524,O'odham (Akimel),United States of America,USA,ood,Definitely endangered
1480,O'odham (Mexico),Mexico,MEX,ood,Definitely endangered
871,O'odham (Tohono),United States of America,USA,ood,Definitely endangered
852,ObispeÃ±o,United States of America,USA,obi,Extinct
2559,Obokuitai,Indonesia,IDN,afz,Vulnerable
2054,Ocaina (Colombia),Colombia,COL,oca,Severely endangered
737,Ocaina (Peru),Peru,PER,oca,Critically endangered
1282,Ocopetatillo Mazatec,Mexico,MEX,,Vulnerable
933,Ocoyoacac OtomÃ­,Mexico,MEX,,Severely endangered
31,Odut,Nigeria,NGA,oda,Extinct
637,OfayÃ©,Brazil,BRA,opy,Critically endangered
2605,Oirata,Indonesia,IDN,oia,Definitely endangered
2366,Oji-Cree,Canada,CAN,ojs,Vulnerable
767,Ojibwe,United States of America,USA,ciw,Severely endangered
2367,Okanagan,"Canada, United States of America","CAN, USA",oka,Definitely endangered
1976,Okinawan,Japan,JPN,ryu,Definitely endangered
395,Old Prussian,Russian Federation,RUS,,Extinct
158,Old Sirenik,Russian Federation,RUS,ysr,Extinct
396,Olonetsian,"Finland, Russian Federation","FIN, RUS",olo,Definitely endangered
2513,Olrat,Vanuatu,VUT,,Critically endangered
912,Olultecan,Mexico,MEX,,Severely endangered
1782,Omagua (Brazil),Brazil,BRA,omg,Critically endangered
638,Omagua (Peru),Peru,PER,omg,Critically endangered
886,Omaha-Ponca,United States of America,USA,oma,Critically endangered
98,Omotik,Kenya,KEN,omt,Critically endangered
639,Ona,Argentina,ARG,ona,Extinct
2368,Oneida (Canada),"Canada, United States of America","CAN, USA",one,Critically endangered
1535,Oneida (New York),United States of America,USA,one,Critically endangered
269,Oneida (Wisconsin),United States of America,USA,one,Critically endangered
102,Ongamo,Kenya,KEN,nsg,Critically endangered
2455,Onge,India,IND,oon,Critically endangered
1432,Ongkor Solon,China,CHN,"evn, orh",Extinct
2560,Onin,Indonesia,IDN,oni,Vulnerable
2695,Onjab,Papua New Guinea,PNG,onj,Vulnerable
2369,Onondaga (Canada),"Canada, United States of America","CAN, USA",ono,Critically endangered
270,Onondaga (New York),United States of America,USA,ono,Critically endangered
305,Opon-Carare,Colombia,COL,,Extinct
1682,Opuuo,Ethiopia,ETH,lgn,Critically endangered
2283,Orang Hulu,Malaysia,MYS,jak,Definitely endangered
2281,Orang Kanaq,Malaysia,MYS,orn,Extinct
2282,Orang Seletar,Malaysia,MYS,ors,Severely endangered
1233,Ordos,China,CHN,"drh, khk, mvf",Definitely endangered
738,OrejÃ³n,Peru,PER,ore,Severely endangered
2561,Ormu,Indonesia,IDN,orz,Vulnerable
2262,Ormuri,"Pakistan, Afghanistan","PAK, AFG",oru,Definitely endangered
640,Oro Win,Brazil,BRA,orw,Critically endangered
492,Oroch,Russian Federation,RUS,oac,Critically endangered
2135,Oroha,Solomon Islands,SLB,ora,Severely endangered
493,Orok,Russian Federation,RUS,oaa,Critically endangered
2497,Orowe,New Caledonia (France),NCL,bpk,Definitely endangered
887,Osage,United States of America,USA,osa,Critically endangered
1066,Ossete,"Georgia, Russian Federation","GEO, RUS",oss,Vulnerable
